"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577503","0. __tot__",95,42,53
"63577503","1. 00 A 04",4,2,2
"63577503","2. 05 A 09",9,4,5
"63577503","3. 10 A 14",9,4,5
"63577503","4. 15 A 19",5,1,4
"63577503","5. 20 A 24",3,NA,3
"63577503","6. 25 A 29",14,9,5
"63577503","7. 30 A 34",9,5,4
"63577503","8. 35 A 39",11,5,6
"63577503","9. 40 A 44",14,4,10
"63577503","10. 45 A 49",4,2,2
"63577503","11. 50 A 54",3,1,2
"63577503","12. 55 A 59",1,NA,1
"63577503","13. 60 A 64",2,2,NA
"63577503","14. 65 A 69",2,NA,2
"63577503","15. 70 A 74",1,NA,1
"63577503","16. 75 A 79",2,2,NA
"63577503","17. 80 A 84",2,1,1
