"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577403","0. __tot__",1370,687,683
"63577403","1. 00 A 04",109,56,53
"63577403","2. 05 A 09",128,68,60
"63577403","3. 10 A 14",112,39,73
"63577403","4. 15 A 19",79,35,44
"63577403","5. 20 A 24",87,45,42
"63577403","6. 25 A 29",95,53,42
"63577403","7. 30 A 34",101,54,47
"63577403","8. 35 A 39",144,70,74
"63577403","9. 40 A 44",107,46,61
"63577403","10. 45 A 49",80,44,36
"63577403","11. 50 A 54",77,35,42
"63577403","12. 55 A 59",70,40,30
"63577403","13. 60 A 64",49,25,24
"63577403","14. 65 A 69",48,29,19
"63577403","15. 70 A 74",51,28,23
"63577403","16. 75 A 79",20,12,8
"63577403","17. 80 A 84",8,6,2
"63577403","18. 85 A 89",2,1,1
"63577403","19. 90 A 94",2,1,1
"63577403","20. 95 A 99",1,NA,1
