"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63579002","0. __tot__",514,256,258
"63579002","1. 00 A 04",47,22,25
"63579002","2. 05 A 09",57,32,25
"63579002","3. 10 A 14",51,21,30
"63579002","4. 15 A 19",43,22,21
"63579002","5. 20 A 24",9,5,4
"63579002","6. 25 A 29",25,13,12
"63579002","7. 30 A 34",56,31,25
"63579002","8. 35 A 39",76,40,36
"63579002","9. 40 A 44",49,23,26
"63579002","10. 45 A 49",23,12,11
"63579002","11. 50 A 54",19,9,10
"63579002","12. 55 A 59",17,8,9
"63579002","13. 60 A 64",18,9,9
"63579002","14. 65 A 69",10,5,5
"63579002","15. 70 A 74",5,NA,5
"63579002","16. 75 A 79",7,3,4
"63579002","17. 80 A 84",2,1,1
