"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577407","0. __tot__",1052,528,524
"63577407","1. 00 A 04",100,49,51
"63577407","2. 05 A 09",115,64,51
"63577407","3. 10 A 14",113,49,64
"63577407","4. 15 A 19",106,56,50
"63577407","5. 20 A 24",85,43,42
"63577407","6. 25 A 29",98,45,53
"63577407","7. 30 A 34",93,43,50
"63577407","8. 35 A 39",82,45,37
"63577407","9. 40 A 44",65,36,29
"63577407","10. 45 A 49",57,25,32
"63577407","11. 50 A 54",34,19,15
"63577407","12. 55 A 59",33,16,17
"63577407","13. 60 A 64",29,16,13
"63577407","14. 65 A 69",15,5,10
"63577407","15. 70 A 74",9,5,4
"63577407","16. 75 A 79",12,7,5
"63577407","17. 80 A 84",4,3,1
"63577407","18. 85 A 89",1,1,NA
"63577407","19. 90 A 94",1,1,NA
