"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577310","0. __tot__",993,546,447
"63577310","1. 00 A 04",58,39,19
"63577310","2. 05 A 09",74,38,36
"63577310","3. 10 A 14",85,40,45
"63577310","4. 15 A 19",101,58,43
"63577310","5. 20 A 24",85,44,41
"63577310","6. 25 A 29",70,41,29
"63577310","7. 30 A 34",51,23,28
"63577310","8. 35 A 39",60,35,25
"63577310","9. 40 A 44",59,34,25
"63577310","10. 45 A 49",69,45,24
"63577310","11. 50 A 54",76,41,35
"63577310","12. 55 A 59",69,38,31
"63577310","13. 60 A 64",50,23,27
"63577310","14. 65 A 69",36,16,20
"63577310","15. 70 A 74",18,11,7
"63577310","16. 75 A 79",11,6,5
"63577310","17. 80 A 84",10,4,6
"63577310","18. 85 A 89",7,6,1
"63577310","19. 90 A 94",3,3,NA
"63577310","20. 95 A 99",1,1,NA
