"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577311","0. __tot__",1391,702,689
"63577311","1. 00 A 04",74,37,37
"63577311","2. 05 A 09",92,45,47
"63577311","3. 10 A 14",144,70,74
"63577311","4. 15 A 19",164,76,88
"63577311","5. 20 A 24",120,57,63
"63577311","6. 25 A 29",87,41,46
"63577311","7. 30 A 34",84,37,47
"63577311","8. 35 A 39",68,42,26
"63577311","9. 40 A 44",106,63,43
"63577311","10. 45 A 49",104,60,44
"63577311","11. 50 A 54",99,52,47
"63577311","12. 55 A 59",80,35,45
"63577311","13. 60 A 64",61,26,35
"63577311","14. 65 A 69",44,26,18
"63577311","15. 70 A 74",26,12,14
"63577311","16. 75 A 79",20,8,12
"63577311","17. 80 A 84",10,7,3
"63577311","18. 85 A 89",5,5,NA
"63577311","19. 90 A 94",1,1,NA
"63577311","20. 95 A 99",2,2,NA
