"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577610","0. __tot__",433,222,211
"63577610","1. 00 A 04",31,17,14
"63577610","2. 05 A 09",34,17,17
"63577610","3. 10 A 14",37,17,20
"63577610","4. 15 A 19",36,19,17
"63577610","5. 20 A 24",20,11,9
"63577610","6. 25 A 29",22,11,11
"63577610","7. 30 A 34",29,18,11
"63577610","8. 35 A 39",48,28,20
"63577610","9. 40 A 44",46,18,28
"63577610","10. 45 A 49",31,10,21
"63577610","11. 50 A 54",27,15,12
"63577610","12. 55 A 59",27,15,12
"63577610","13. 60 A 64",16,8,8
"63577610","14. 65 A 69",6,4,2
"63577610","15. 70 A 74",11,6,5
"63577610","16. 75 A 79",7,6,1
"63577610","17. 80 A 84",3,NA,3
"63577610","19. 90 A 94",1,1,NA
"63577610","20. 95 A 99",1,1,NA
