"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63578411","0. __tot__",129,68,61
"63578411","1. 00 A 04",8,6,2
"63578411","2. 05 A 09",8,3,5
"63578411","3. 10 A 14",4,2,2
"63578411","4. 15 A 19",5,2,3
"63578411","5. 20 A 24",11,5,6
"63578411","6. 25 A 29",9,5,4
"63578411","7. 30 A 34",5,2,3
"63578411","8. 35 A 39",8,5,3
"63578411","9. 40 A 44",16,8,8
"63578411","10. 45 A 49",11,6,5
"63578411","11. 50 A 54",8,4,4
"63578411","12. 55 A 59",10,6,4
"63578411","13. 60 A 64",8,2,6
"63578411","14. 65 A 69",5,4,1
"63578411","15. 70 A 74",5,3,2
"63578411","16. 75 A 79",6,4,2
"63578411","17. 80 A 84",1,1,NA
"63578411","18. 85 A 89",1,NA,1
