"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63578909","0. __tot__",464,222,242
"63578909","1. 00 A 04",36,11,25
"63578909","2. 05 A 09",42,24,18
"63578909","3. 10 A 14",41,22,19
"63578909","4. 15 A 19",36,15,21
"63578909","5. 20 A 24",27,11,16
"63578909","6. 25 A 29",12,5,7
"63578909","7. 30 A 34",25,13,12
"63578909","8. 35 A 39",33,20,13
"63578909","9. 40 A 44",49,21,28
"63578909","10. 45 A 49",53,24,29
"63578909","11. 50 A 54",28,13,15
"63578909","12. 55 A 59",31,16,15
"63578909","13. 60 A 64",21,12,9
"63578909","14. 65 A 69",13,7,6
"63578909","15. 70 A 74",12,6,6
"63578909","16. 75 A 79",3,1,2
"63578909","17. 80 A 84",2,1,1
