"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577305","0. __tot__",971,499,472
"63577305","1. 00 A 04",74,35,39
"63577305","2. 05 A 09",95,52,43
"63577305","3. 10 A 14",74,38,36
"63577305","4. 15 A 19",96,50,46
"63577305","5. 20 A 24",91,45,46
"63577305","6. 25 A 29",95,58,37
"63577305","7. 30 A 34",76,38,38
"63577305","8. 35 A 39",64,31,33
"63577305","9. 40 A 44",59,28,31
"63577305","10. 45 A 49",47,21,26
"63577305","11. 50 A 54",45,24,21
"63577305","12. 55 A 59",43,22,21
"63577305","13. 60 A 64",38,21,17
"63577305","14. 65 A 69",34,18,16
"63577305","15. 70 A 74",22,9,13
"63577305","16. 75 A 79",9,4,5
"63577305","17. 80 A 84",6,4,2
"63577305","18. 85 A 89",2,1,1
"63577305","22. 105 Y MÁS",1,NA,1
