"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577410","0. __tot__",1171,596,575
"63577410","1. 00 A 04",66,33,33
"63577410","2. 05 A 09",84,37,47
"63577410","3. 10 A 14",89,48,41
"63577410","4. 15 A 19",112,61,51
"63577410","5. 20 A 24",72,34,38
"63577410","6. 25 A 29",109,60,49
"63577410","7. 30 A 34",80,35,45
"63577410","8. 35 A 39",105,58,47
"63577410","9. 40 A 44",91,45,46
"63577410","10. 45 A 49",63,34,29
"63577410","11. 50 A 54",75,43,32
"63577410","12. 55 A 59",68,34,34
"63577410","13. 60 A 64",59,28,31
"63577410","14. 65 A 69",40,21,19
"63577410","15. 70 A 74",25,6,19
"63577410","16. 75 A 79",11,6,5
"63577410","17. 80 A 84",8,6,2
"63577410","18. 85 A 89",9,4,5
"63577410","19. 90 A 94",3,2,1
"63577410","20. 95 A 99",2,1,1
