"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63579005","0. __tot__",556,278,278
"63579005","1. 00 A 04",30,17,13
"63579005","2. 05 A 09",54,26,28
"63579005","3. 10 A 14",49,23,26
"63579005","4. 15 A 19",42,17,25
"63579005","5. 20 A 24",26,14,12
"63579005","6. 25 A 29",39,20,19
"63579005","7. 30 A 34",42,19,23
"63579005","8. 35 A 39",49,30,19
"63579005","9. 40 A 44",57,29,28
"63579005","10. 45 A 49",35,20,15
"63579005","11. 50 A 54",34,15,19
"63579005","12. 55 A 59",25,8,17
"63579005","13. 60 A 64",21,14,7
"63579005","14. 65 A 69",14,5,9
"63579005","15. 70 A 74",19,10,9
"63579005","16. 75 A 79",12,7,5
"63579005","17. 80 A 84",5,3,2
"63579005","18. 85 A 89",3,1,2
