"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577612","0. __tot__",193,92,101
"63577612","1. 00 A 04",18,7,11
"63577612","2. 05 A 09",14,9,5
"63577612","3. 10 A 14",10,4,6
"63577612","4. 15 A 19",9,5,4
"63577612","5. 20 A 24",15,8,7
"63577612","6. 25 A 29",8,5,3
"63577612","7. 30 A 34",23,13,10
"63577612","8. 35 A 39",10,5,5
"63577612","9. 40 A 44",20,6,14
"63577612","10. 45 A 49",13,3,10
"63577612","11. 50 A 54",9,8,1
"63577612","12. 55 A 59",11,5,6
"63577612","13. 60 A 64",10,6,4
"63577612","14. 65 A 69",8,3,5
"63577612","15. 70 A 74",5,3,2
"63577612","16. 75 A 79",8,2,6
"63577612","17. 80 A 84",2,NA,2
