"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577511","0. __tot__",439,230,209
"63577511","1. 00 A 04",26,11,15
"63577511","2. 05 A 09",31,17,14
"63577511","3. 10 A 14",33,17,16
"63577511","4. 15 A 19",36,20,16
"63577511","5. 20 A 24",21,11,10
"63577511","6. 25 A 29",31,15,16
"63577511","7. 30 A 34",28,14,14
"63577511","8. 35 A 39",37,17,20
"63577511","9. 40 A 44",48,22,26
"63577511","10. 45 A 49",26,13,13
"63577511","11. 50 A 54",22,15,7
"63577511","12. 55 A 59",19,9,10
"63577511","13. 60 A 64",24,14,10
"63577511","14. 65 A 69",21,12,9
"63577511","15. 70 A 74",13,4,9
"63577511","16. 75 A 79",9,7,2
"63577511","17. 80 A 84",5,5,NA
"63577511","18. 85 A 89",7,5,2
"63577511","19. 90 A 94",1,1,NA
"63577511","20. 95 A 99",1,1,NA
