"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577611","0. __tot__",201,110,91
"63577611","1. 00 A 04",13,4,9
"63577611","2. 05 A 09",14,10,4
"63577611","3. 10 A 14",10,5,5
"63577611","4. 15 A 19",18,9,9
"63577611","5. 20 A 24",19,9,10
"63577611","6. 25 A 29",9,5,4
"63577611","7. 30 A 34",13,9,4
"63577611","8. 35 A 39",12,6,6
"63577611","9. 40 A 44",18,11,7
"63577611","10. 45 A 49",20,11,9
"63577611","11. 50 A 54",8,2,6
"63577611","12. 55 A 59",12,9,3
"63577611","13. 60 A 64",12,7,5
"63577611","14. 65 A 69",9,5,4
"63577611","15. 70 A 74",3,NA,3
"63577611","16. 75 A 79",4,3,1
"63577611","17. 80 A 84",4,3,1
"63577611","18. 85 A 89",3,2,1
