"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63579101","0. __tot__",1293,653,640
"63579101","1. 00 A 04",84,38,46
"63579101","2. 05 A 09",148,72,76
"63579101","3. 10 A 14",170,81,89
"63579101","4. 15 A 19",116,67,49
"63579101","5. 20 A 24",58,30,28
"63579101","6. 25 A 29",27,12,15
"63579101","7. 30 A 34",48,29,19
"63579101","8. 35 A 39",74,41,33
"63579101","9. 40 A 44",161,88,73
"63579101","10. 45 A 49",165,89,76
"63579101","11. 50 A 54",104,46,58
"63579101","12. 55 A 59",50,21,29
"63579101","13. 60 A 64",30,12,18
"63579101","14. 65 A 69",19,6,13
"63579101","15. 70 A 74",19,10,9
"63579101","16. 75 A 79",12,5,7
"63579101","17. 80 A 84",5,4,1
"63579101","18. 85 A 89",3,2,1
