"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577705","0. __tot__",43,22,21
"63577705","2. 05 A 09",3,2,1
"63577705","3. 10 A 14",1,NA,1
"63577705","4. 15 A 19",6,3,3
"63577705","5. 20 A 24",5,3,2
"63577705","6. 25 A 29",5,2,3
"63577705","8. 35 A 39",1,1,NA
"63577705","9. 40 A 44",3,2,1
"63577705","10. 45 A 49",2,NA,2
"63577705","11. 50 A 54",7,4,3
"63577705","12. 55 A 59",5,2,3
"63577705","13. 60 A 64",2,1,1
"63577705","14. 65 A 69",2,1,1
"63577705","16. 75 A 79",1,1,NA
