"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577504","0. __tot__",203,96,107
"63577504","1. 00 A 04",18,8,10
"63577504","2. 05 A 09",14,6,8
"63577504","3. 10 A 14",12,5,7
"63577504","4. 15 A 19",16,6,10
"63577504","5. 20 A 24",12,5,7
"63577504","6. 25 A 29",13,6,7
"63577504","7. 30 A 34",18,11,7
"63577504","8. 35 A 39",17,6,11
"63577504","9. 40 A 44",14,5,9
"63577504","10. 45 A 49",20,9,11
"63577504","11. 50 A 54",10,6,4
"63577504","12. 55 A 59",8,4,4
"63577504","13. 60 A 64",11,6,5
"63577504","14. 65 A 69",8,4,4
"63577504","15. 70 A 74",5,3,2
"63577504","16. 75 A 79",2,2,NA
"63577504","17. 80 A 84",3,2,1
"63577504","18. 85 A 89",1,1,NA
"63577504","19. 90 A 94",1,1,NA
