"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63579803","0. __tot__",446,231,215
"63579803","1. 00 A 04",24,8,16
"63579803","2. 05 A 09",50,22,28
"63579803","3. 10 A 14",42,19,23
"63579803","4. 15 A 19",25,12,13
"63579803","5. 20 A 24",18,12,6
"63579803","6. 25 A 29",24,14,10
"63579803","7. 30 A 34",39,25,14
"63579803","8. 35 A 39",55,29,26
"63579803","9. 40 A 44",46,22,24
"63579803","10. 45 A 49",16,7,9
"63579803","11. 50 A 54",19,9,10
"63579803","12. 55 A 59",16,9,7
"63579803","13. 60 A 64",22,13,9
"63579803","14. 65 A 69",14,7,7
"63579803","15. 70 A 74",15,7,8
"63579803","16. 75 A 79",10,8,2
"63579803","17. 80 A 84",7,5,2
"63579803","18. 85 A 89",2,2,NA
"63579803","20. 95 A 99",2,1,1
