"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577408","0. __tot__",1695,849,846
"63577408","1. 00 A 04",169,78,91
"63577408","2. 05 A 09",196,97,99
"63577408","3. 10 A 14",190,92,98
"63577408","4. 15 A 19",168,77,91
"63577408","5. 20 A 24",135,63,72
"63577408","6. 25 A 29",160,89,71
"63577408","7. 30 A 34",141,77,64
"63577408","8. 35 A 39",116,59,57
"63577408","9. 40 A 44",89,55,34
"63577408","10. 45 A 49",81,45,36
"63577408","11. 50 A 54",72,39,33
"63577408","12. 55 A 59",59,22,37
"63577408","13. 60 A 64",40,19,21
"63577408","14. 65 A 69",29,16,13
"63577408","15. 70 A 74",21,9,12
"63577408","16. 75 A 79",14,4,10
"63577408","17. 80 A 84",7,4,3
"63577408","18. 85 A 89",4,2,2
"63577408","19. 90 A 94",2,1,1
"63577408","20. 95 A 99",1,1,NA
"63577408","21. 100 A 104",1,NA,1
