"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63578404","0. __tot__",249,133,116
"63578404","1. 00 A 04",17,8,9
"63578404","2. 05 A 09",17,11,6
"63578404","3. 10 A 14",27,15,12
"63578404","4. 15 A 19",14,8,6
"63578404","5. 20 A 24",12,8,4
"63578404","6. 25 A 29",15,8,7
"63578404","7. 30 A 34",28,11,17
"63578404","8. 35 A 39",19,10,9
"63578404","9. 40 A 44",19,11,8
"63578404","10. 45 A 49",22,11,11
"63578404","11. 50 A 54",9,5,4
"63578404","12. 55 A 59",10,4,6
"63578404","13. 60 A 64",10,6,4
"63578404","14. 65 A 69",15,7,8
"63578404","15. 70 A 74",7,4,3
"63578404","16. 75 A 79",2,2,NA
"63578404","17. 80 A 84",3,2,1
"63578404","18. 85 A 89",3,2,1
