"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577307","0. __tot__",145,66,79
"63577307","1. 00 A 04",5,4,1
"63577307","2. 05 A 09",7,5,2
"63577307","3. 10 A 14",9,6,3
"63577307","4. 15 A 19",19,4,15
"63577307","5. 20 A 24",15,4,11
"63577307","6. 25 A 29",8,5,3
"63577307","7. 30 A 34",13,7,6
"63577307","8. 35 A 39",10,5,5
"63577307","9. 40 A 44",8,4,4
"63577307","10. 45 A 49",12,6,6
"63577307","11. 50 A 54",6,1,5
"63577307","12. 55 A 59",10,4,6
"63577307","13. 60 A 64",8,5,3
"63577307","14. 65 A 69",1,NA,1
"63577307","15. 70 A 74",4,1,3
"63577307","16. 75 A 79",4,3,1
"63577307","17. 80 A 84",3,2,1
"63577307","18. 85 A 89",1,NA,1
"63577307","19. 90 A 94",2,NA,2
