"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577704","0. __tot__",947,504,443
"63577704","1. 00 A 04",58,30,28
"63577704","2. 05 A 09",81,39,42
"63577704","3. 10 A 14",94,48,46
"63577704","4. 15 A 19",86,47,39
"63577704","5. 20 A 24",81,41,40
"63577704","6. 25 A 29",84,47,37
"63577704","7. 30 A 34",89,48,41
"63577704","8. 35 A 39",61,31,30
"63577704","9. 40 A 44",65,36,29
"63577704","10. 45 A 49",46,25,21
"63577704","11. 50 A 54",47,26,21
"63577704","12. 55 A 59",39,22,17
"63577704","13. 60 A 64",34,19,15
"63577704","14. 65 A 69",27,12,15
"63577704","15. 70 A 74",21,12,9
"63577704","16. 75 A 79",18,12,6
"63577704","17. 80 A 84",8,3,5
"63577704","18. 85 A 89",6,4,2
"63577704","19. 90 A 94",1,1,NA
"63577704","20. 95 A 99",1,1,NA
