"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577508","0. __tot__",600,306,294
"63577508","1. 00 A 04",38,17,21
"63577508","2. 05 A 09",41,22,19
"63577508","3. 10 A 14",55,25,30
"63577508","4. 15 A 19",42,18,24
"63577508","5. 20 A 24",38,20,18
"63577508","6. 25 A 29",44,22,22
"63577508","7. 30 A 34",52,26,26
"63577508","8. 35 A 39",62,28,34
"63577508","9. 40 A 44",45,25,20
"63577508","10. 45 A 49",44,25,19
"63577508","11. 50 A 54",31,14,17
"63577508","12. 55 A 59",23,12,11
"63577508","13. 60 A 64",24,15,9
"63577508","14. 65 A 69",18,12,6
"63577508","15. 70 A 74",17,10,7
"63577508","16. 75 A 79",14,8,6
"63577508","17. 80 A 84",5,2,3
"63577508","18. 85 A 89",4,2,2
"63577508","19. 90 A 94",3,3,NA
