"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577501","0. __tot__",784,406,378
"63577501","1. 00 A 04",41,19,22
"63577501","2. 05 A 09",53,26,27
"63577501","3. 10 A 14",41,18,23
"63577501","4. 15 A 19",58,30,28
"63577501","5. 20 A 24",47,23,24
"63577501","6. 25 A 29",65,38,27
"63577501","7. 30 A 34",74,36,38
"63577501","8. 35 A 39",56,27,29
"63577501","9. 40 A 44",57,23,34
"63577501","10. 45 A 49",67,35,32
"63577501","11. 50 A 54",52,31,21
"63577501","12. 55 A 59",41,20,21
"63577501","13. 60 A 64",35,17,18
"63577501","14. 65 A 69",30,22,8
"63577501","15. 70 A 74",22,12,10
"63577501","16. 75 A 79",18,14,4
"63577501","17. 80 A 84",16,10,6
"63577501","18. 85 A 89",8,2,6
"63577501","19. 90 A 94",3,3,NA
