"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577707","0. __tot__",103,43,60
"63577707","1. 00 A 04",11,3,8
"63577707","2. 05 A 09",9,3,6
"63577707","3. 10 A 14",7,2,5
"63577707","4. 15 A 19",4,2,2
"63577707","5. 20 A 24",5,3,2
"63577707","6. 25 A 29",4,3,1
"63577707","7. 30 A 34",9,1,8
"63577707","8. 35 A 39",6,3,3
"63577707","9. 40 A 44",12,5,7
"63577707","10. 45 A 49",7,5,2
"63577707","11. 50 A 54",10,3,7
"63577707","12. 55 A 59",8,3,5
"63577707","13. 60 A 64",4,2,2
"63577707","14. 65 A 69",1,NA,1
"63577707","15. 70 A 74",2,2,NA
"63577707","16. 75 A 79",3,2,1
"63577707","17. 80 A 84",1,1,NA
