"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63578410","0. __tot__",69,27,42
"63578410","1. 00 A 04",3,2,1
"63578410","2. 05 A 09",6,NA,6
"63578410","3. 10 A 14",5,1,4
"63578410","4. 15 A 19",4,NA,4
"63578410","5. 20 A 24",5,1,4
"63578410","6. 25 A 29",5,3,2
"63578410","7. 30 A 34",2,1,1
"63578410","8. 35 A 39",8,4,4
"63578410","9. 40 A 44",5,3,2
"63578410","10. 45 A 49",5,2,3
"63578410","11. 50 A 54",4,2,2
"63578410","12. 55 A 59",3,1,2
"63578410","13. 60 A 64",4,3,1
"63578410","14. 65 A 69",3,NA,3
"63578410","15. 70 A 74",2,1,1
"63578410","16. 75 A 79",3,2,1
"63578410","17. 80 A 84",2,1,1
