"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577304","0. __tot__",661,324,337
"63577304","1. 00 A 04",48,23,25
"63577304","2. 05 A 09",62,31,31
"63577304","3. 10 A 14",80,37,43
"63577304","4. 15 A 19",67,40,27
"63577304","5. 20 A 24",59,21,38
"63577304","6. 25 A 29",53,27,26
"63577304","7. 30 A 34",45,20,25
"63577304","8. 35 A 39",48,22,26
"63577304","9. 40 A 44",41,22,19
"63577304","10. 45 A 49",32,16,16
"63577304","11. 50 A 54",34,19,15
"63577304","12. 55 A 59",19,9,10
"63577304","13. 60 A 64",23,9,14
"63577304","14. 65 A 69",13,7,6
"63577304","15. 70 A 74",12,7,5
"63577304","16. 75 A 79",14,7,7
"63577304","17. 80 A 84",4,2,2
"63577304","18. 85 A 89",2,2,NA
"63577304","19. 90 A 94",3,2,1
"63577304","20. 95 A 99",2,1,1
