"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63579804","0. __tot__",436,220,216
"63579804","1. 00 A 04",28,16,12
"63579804","2. 05 A 09",42,21,21
"63579804","3. 10 A 14",38,18,20
"63579804","4. 15 A 19",21,8,13
"63579804","5. 20 A 24",15,7,8
"63579804","6. 25 A 29",32,16,16
"63579804","7. 30 A 34",27,13,14
"63579804","8. 35 A 39",54,29,25
"63579804","9. 40 A 44",32,15,17
"63579804","10. 45 A 49",27,13,14
"63579804","11. 50 A 54",26,13,13
"63579804","12. 55 A 59",21,9,12
"63579804","13. 60 A 64",19,11,8
"63579804","14. 65 A 69",15,7,8
"63579804","15. 70 A 74",14,7,7
"63579804","16. 75 A 79",13,9,4
"63579804","17. 80 A 84",7,4,3
"63579804","18. 85 A 89",4,3,1
"63579804","19. 90 A 94",1,1,NA
