"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63578907","0. __tot__",338,160,178
"63578907","1. 00 A 04",13,2,11
"63578907","2. 05 A 09",14,3,11
"63578907","3. 10 A 14",27,15,12
"63578907","4. 15 A 19",32,10,22
"63578907","5. 20 A 24",33,13,20
"63578907","6. 25 A 29",26,15,11
"63578907","7. 30 A 34",21,11,10
"63578907","8. 35 A 39",18,10,8
"63578907","9. 40 A 44",28,15,13
"63578907","10. 45 A 49",23,9,14
"63578907","11. 50 A 54",24,12,12
"63578907","12. 55 A 59",19,13,6
"63578907","13. 60 A 64",15,8,7
"63578907","14. 65 A 69",9,5,4
"63578907","15. 70 A 74",12,6,6
"63578907","16. 75 A 79",6,3,3
"63578907","17. 80 A 84",12,7,5
"63578907","18. 85 A 89",6,3,3
