"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577505","0. __tot__",514,262,252
"63577505","1. 00 A 04",24,15,9
"63577505","2. 05 A 09",35,16,19
"63577505","3. 10 A 14",30,15,15
"63577505","4. 15 A 19",45,24,21
"63577505","5. 20 A 24",40,17,23
"63577505","6. 25 A 29",36,17,19
"63577505","7. 30 A 34",35,18,17
"63577505","8. 35 A 39",43,20,23
"63577505","9. 40 A 44",43,21,22
"63577505","10. 45 A 49",35,20,15
"63577505","11. 50 A 54",38,17,21
"63577505","12. 55 A 59",26,18,8
"63577505","13. 60 A 64",23,12,11
"63577505","14. 65 A 69",25,12,13
"63577505","15. 70 A 74",11,7,4
"63577505","16. 75 A 79",13,7,6
"63577505","17. 80 A 84",6,3,3
"63577505","18. 85 A 89",4,2,2
"63577505","19. 90 A 94",1,1,NA
"63577505","20. 95 A 99",1,NA,1
