"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577710","0. __tot__",79,34,45
"63577710","1. 00 A 04",13,8,5
"63577710","2. 05 A 09",6,3,3
"63577710","3. 10 A 14",10,2,8
"63577710","4. 15 A 19",2,1,1
"63577710","5. 20 A 24",2,1,1
"63577710","6. 25 A 29",4,2,2
"63577710","7. 30 A 34",1,NA,1
"63577710","8. 35 A 39",7,4,3
"63577710","9. 40 A 44",4,1,3
"63577710","10. 45 A 49",9,5,4
"63577710","11. 50 A 54",3,NA,3
"63577710","12. 55 A 59",5,2,3
"63577710","13. 60 A 64",4,2,2
"63577710","14. 65 A 69",3,2,1
"63577710","15. 70 A 74",2,NA,2
"63577710","16. 75 A 79",1,NA,1
"63577710","17. 80 A 84",1,NA,1
"63577710","18. 85 A 89",1,NA,1
"63577710","20. 95 A 99",1,1,NA
