"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577706","0. __tot__",52,28,24
"63577706","1. 00 A 04",5,4,1
"63577706","2. 05 A 09",7,3,4
"63577706","3. 10 A 14",3,2,1
"63577706","4. 15 A 19",3,1,2
"63577706","5. 20 A 24",2,2,NA
"63577706","6. 25 A 29",1,NA,1
"63577706","7. 30 A 34",7,6,1
"63577706","8. 35 A 39",3,1,2
"63577706","9. 40 A 44",4,2,2
"63577706","10. 45 A 49",2,NA,2
"63577706","11. 50 A 54",1,NA,1
"63577706","13. 60 A 64",2,1,1
"63577706","14. 65 A 69",3,2,1
"63577706","15. 70 A 74",2,1,1
"63577706","16. 75 A 79",4,2,2
"63577706","17. 80 A 84",3,1,2
