"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577506","0. __tot__",454,233,221
"63577506","1. 00 A 04",24,12,12
"63577506","2. 05 A 09",38,18,20
"63577506","3. 10 A 14",34,15,19
"63577506","4. 15 A 19",30,18,12
"63577506","5. 20 A 24",32,16,16
"63577506","6. 25 A 29",29,18,11
"63577506","7. 30 A 34",34,17,17
"63577506","8. 35 A 39",51,26,25
"63577506","9. 40 A 44",37,20,17
"63577506","10. 45 A 49",41,22,19
"63577506","11. 50 A 54",18,6,12
"63577506","12. 55 A 59",21,11,10
"63577506","13. 60 A 64",20,12,8
"63577506","14. 65 A 69",18,8,10
"63577506","15. 70 A 74",10,5,5
"63577506","16. 75 A 79",10,4,6
"63577506","17. 80 A 84",6,5,1
"63577506","18. 85 A 89",1,NA,1
