"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577405","0. __tot__",998,514,484
"63577405","1. 00 A 04",92,46,46
"63577405","2. 05 A 09",108,57,51
"63577405","3. 10 A 14",132,64,68
"63577405","4. 15 A 19",107,55,52
"63577405","5. 20 A 24",88,46,42
"63577405","6. 25 A 29",85,44,41
"63577405","7. 30 A 34",85,45,40
"63577405","8. 35 A 39",55,27,28
"63577405","9. 40 A 44",62,39,23
"63577405","10. 45 A 49",41,15,26
"63577405","11. 50 A 54",35,17,18
"63577405","12. 55 A 59",37,22,15
"63577405","13. 60 A 64",37,18,19
"63577405","14. 65 A 69",19,10,9
"63577405","15. 70 A 74",9,5,4
"63577405","16. 75 A 79",2,1,1
"63577405","17. 80 A 84",3,2,1
"63577405","18. 85 A 89",1,1,NA
