"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577609","0. __tot__",248,131,117
"63577609","1. 00 A 04",16,8,8
"63577609","2. 05 A 09",22,14,8
"63577609","3. 10 A 14",14,7,7
"63577609","4. 15 A 19",18,9,9
"63577609","5. 20 A 24",12,6,6
"63577609","6. 25 A 29",14,9,5
"63577609","7. 30 A 34",22,11,11
"63577609","8. 35 A 39",26,14,12
"63577609","9. 40 A 44",20,10,10
"63577609","10. 45 A 49",14,8,6
"63577609","11. 50 A 54",17,9,8
"63577609","12. 55 A 59",6,3,3
"63577609","13. 60 A 64",11,8,3
"63577609","14. 65 A 69",14,7,7
"63577609","15. 70 A 74",11,3,8
"63577609","16. 75 A 79",4,2,2
"63577609","17. 80 A 84",5,2,3
"63577609","18. 85 A 89",1,NA,1
"63577609","20. 95 A 99",1,1,NA
