"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577303","0. __tot__",53,30,23
"63577303","1. 00 A 04",2,1,1
"63577303","2. 05 A 09",10,8,2
"63577303","3. 10 A 14",4,2,2
"63577303","4. 15 A 19",7,5,2
"63577303","5. 20 A 24",2,1,1
"63577303","6. 25 A 29",6,2,4
"63577303","7. 30 A 34",2,1,1
"63577303","8. 35 A 39",3,3,NA
"63577303","9. 40 A 44",7,3,4
"63577303","10. 45 A 49",2,NA,2
"63577303","11. 50 A 54",1,NA,1
"63577303","12. 55 A 59",3,3,NA
"63577303","13. 60 A 64",2,NA,2
"63577303","14. 65 A 69",1,1,NA
"63577303","15. 70 A 74",1,NA,1
