"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577603","0. __tot__",531,275,256
"63577603","1. 00 A 04",28,14,14
"63577603","2. 05 A 09",52,27,25
"63577603","3. 10 A 14",38,12,26
"63577603","4. 15 A 19",40,21,19
"63577603","5. 20 A 24",40,22,18
"63577603","6. 25 A 29",38,17,21
"63577603","7. 30 A 34",41,24,17
"63577603","8. 35 A 39",54,33,21
"63577603","9. 40 A 44",44,24,20
"63577603","10. 45 A 49",29,13,16
"63577603","11. 50 A 54",24,7,17
"63577603","12. 55 A 59",19,8,11
"63577603","13. 60 A 64",25,17,8
"63577603","14. 65 A 69",24,15,9
"63577603","15. 70 A 74",17,8,9
"63577603","16. 75 A 79",10,6,4
"63577603","17. 80 A 84",2,2,NA
"63577603","18. 85 A 89",3,3,NA
"63577603","19. 90 A 94",1,1,NA
"63577603","20. 95 A 99",1,1,NA
"63577603","22. 105 Y MÁS",1,NA,1
