"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577601","0. __tot__",422,221,201
"63577601","1. 00 A 04",32,20,12
"63577601","2. 05 A 09",42,26,16
"63577601","3. 10 A 14",35,15,20
"63577601","4. 15 A 19",45,20,25
"63577601","5. 20 A 24",28,18,10
"63577601","6. 25 A 29",36,19,17
"63577601","7. 30 A 34",29,13,16
"63577601","8. 35 A 39",39,19,20
"63577601","9. 40 A 44",31,17,14
"63577601","10. 45 A 49",26,14,12
"63577601","11. 50 A 54",15,6,9
"63577601","12. 55 A 59",18,8,10
"63577601","13. 60 A 64",14,9,5
"63577601","14. 65 A 69",15,7,8
"63577601","15. 70 A 74",9,3,6
"63577601","16. 75 A 79",3,2,1
"63577601","17. 80 A 84",1,1,NA
"63577601","18. 85 A 89",3,3,NA
"63577601","19. 90 A 94",1,1,NA
