"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577308","0. __tot__",230,106,124
"63577308","1. 00 A 04",14,10,4
"63577308","2. 05 A 09",30,10,20
"63577308","3. 10 A 14",27,14,13
"63577308","4. 15 A 19",15,8,7
"63577308","5. 20 A 24",19,6,13
"63577308","6. 25 A 29",13,10,3
"63577308","7. 30 A 34",17,5,12
"63577308","8. 35 A 39",17,9,8
"63577308","9. 40 A 44",13,7,6
"63577308","10. 45 A 49",20,11,9
"63577308","11. 50 A 54",6,2,4
"63577308","12. 55 A 59",7,3,4
"63577308","13. 60 A 64",11,4,7
"63577308","14. 65 A 69",6,1,5
"63577308","15. 70 A 74",6,4,2
"63577308","16. 75 A 79",8,2,6
"63577308","18. 85 A 89",1,NA,1
