"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577510","0. __tot__",355,184,171
"63577510","1. 00 A 04",24,13,11
"63577510","2. 05 A 09",29,13,16
"63577510","3. 10 A 14",28,16,12
"63577510","4. 15 A 19",31,13,18
"63577510","5. 20 A 24",15,11,4
"63577510","6. 25 A 29",26,14,12
"63577510","7. 30 A 34",25,10,15
"63577510","8. 35 A 39",19,12,7
"63577510","9. 40 A 44",37,17,20
"63577510","10. 45 A 49",30,13,17
"63577510","11. 50 A 54",24,14,10
"63577510","12. 55 A 59",21,13,8
"63577510","13. 60 A 64",13,3,10
"63577510","14. 65 A 69",7,4,3
"63577510","15. 70 A 74",8,5,3
"63577510","16. 75 A 79",8,6,2
"63577510","17. 80 A 84",6,3,3
"63577510","18. 85 A 89",3,3,NA
"63577510","19. 90 A 94",1,1,NA
