"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63578402","0. __tot__",64,30,34
"63578402","1. 00 A 04",9,2,7
"63578402","2. 05 A 09",5,3,2
"63578402","3. 10 A 14",5,1,4
"63578402","4. 15 A 19",1,1,NA
"63578402","5. 20 A 24",2,1,1
"63578402","6. 25 A 29",2,1,1
"63578402","7. 30 A 34",12,7,5
"63578402","8. 35 A 39",6,4,2
"63578402","9. 40 A 44",2,2,NA
"63578402","10. 45 A 49",7,3,4
"63578402","11. 50 A 54",4,1,3
"63578402","12. 55 A 59",1,NA,1
"63578402","13. 60 A 64",2,NA,2
"63578402","14. 65 A 69",1,1,NA
"63578402","15. 70 A 74",3,3,NA
"63578402","17. 80 A 84",1,NA,1
"63578402","18. 85 A 89",1,NA,1
