"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577606","0. __tot__",372,196,176
"63577606","1. 00 A 04",34,16,18
"63577606","2. 05 A 09",37,21,16
"63577606","3. 10 A 14",45,22,23
"63577606","4. 15 A 19",28,17,11
"63577606","5. 20 A 24",18,8,10
"63577606","6. 25 A 29",26,15,11
"63577606","7. 30 A 34",33,22,11
"63577606","8. 35 A 39",24,12,12
"63577606","9. 40 A 44",26,16,10
"63577606","10. 45 A 49",32,16,16
"63577606","11. 50 A 54",20,6,14
"63577606","12. 55 A 59",14,8,6
"63577606","13. 60 A 64",15,7,8
"63577606","14. 65 A 69",9,4,5
"63577606","15. 70 A 74",8,4,4
"63577606","18. 85 A 89",2,1,1
"63577606","19. 90 A 94",1,1,NA
