"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577605","0. __tot__",757,377,380
"63577605","1. 00 A 04",57,30,27
"63577605","2. 05 A 09",62,27,35
"63577605","3. 10 A 14",57,32,25
"63577605","4. 15 A 19",66,19,47
"63577605","5. 20 A 24",54,28,26
"63577605","6. 25 A 29",46,25,21
"63577605","7. 30 A 34",61,35,26
"63577605","8. 35 A 39",65,30,35
"63577605","9. 40 A 44",54,25,29
"63577605","10. 45 A 49",55,29,26
"63577605","11. 50 A 54",42,22,20
"63577605","12. 55 A 59",39,16,23
"63577605","13. 60 A 64",26,17,9
"63577605","14. 65 A 69",18,9,9
"63577605","15. 70 A 74",15,9,6
"63577605","16. 75 A 79",18,12,6
"63577605","17. 80 A 84",10,5,5
"63577605","18. 85 A 89",8,5,3
"63577605","19. 90 A 94",3,1,2
"63577605","20. 95 A 99",1,1,NA
