"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63578401","0. __tot__",94,52,42
"63578401","1. 00 A 04",3,2,1
"63578401","2. 05 A 09",8,4,4
"63578401","3. 10 A 14",7,4,3
"63578401","4. 15 A 19",4,3,1
"63578401","5. 20 A 24",7,3,4
"63578401","6. 25 A 29",6,1,5
"63578401","7. 30 A 34",7,6,1
"63578401","8. 35 A 39",6,3,3
"63578401","9. 40 A 44",13,10,3
"63578401","10. 45 A 49",7,2,5
"63578401","11. 50 A 54",3,2,1
"63578401","12. 55 A 59",5,1,4
"63578401","13. 60 A 64",4,3,1
"63578401","14. 65 A 69",7,5,2
"63578401","15. 70 A 74",6,2,4
"63578401","18. 85 A 89",1,1,NA
