"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577702","0. __tot__",81,38,43
"63577702","1. 00 A 04",12,4,8
"63577702","2. 05 A 09",4,1,3
"63577702","3. 10 A 14",6,3,3
"63577702","4. 15 A 19",6,2,4
"63577702","5. 20 A 24",7,4,3
"63577702","6. 25 A 29",6,3,3
"63577702","7. 30 A 34",6,4,2
"63577702","8. 35 A 39",8,4,4
"63577702","9. 40 A 44",4,2,2
"63577702","10. 45 A 49",5,5,NA
"63577702","11. 50 A 54",5,3,2
"63577702","12. 55 A 59",8,2,6
"63577702","13. 60 A 64",1,NA,1
"63577702","14. 65 A 69",1,NA,1
"63577702","15. 70 A 74",1,NA,1
"63577702","18. 85 A 89",1,1,NA
