"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577701","0. __tot__",174,82,92
"63577701","1. 00 A 04",11,6,5
"63577701","2. 05 A 09",14,7,7
"63577701","3. 10 A 14",19,10,9
"63577701","4. 15 A 19",19,8,11
"63577701","5. 20 A 24",9,2,7
"63577701","6. 25 A 29",12,7,5
"63577701","7. 30 A 34",9,5,4
"63577701","8. 35 A 39",8,5,3
"63577701","9. 40 A 44",18,8,10
"63577701","10. 45 A 49",7,3,4
"63577701","11. 50 A 54",8,2,6
"63577701","12. 55 A 59",11,7,4
"63577701","13. 60 A 64",6,1,5
"63577701","14. 65 A 69",4,1,3
"63577701","15. 70 A 74",9,5,4
"63577701","16. 75 A 79",4,2,2
"63577701","17. 80 A 84",4,2,2
"63577701","19. 90 A 94",1,NA,1
"63577701","20. 95 A 99",1,1,NA
