"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577302","0. __tot__",230,114,116
"63577302","1. 00 A 04",16,5,11
"63577302","2. 05 A 09",22,15,7
"63577302","3. 10 A 14",27,17,10
"63577302","4. 15 A 19",22,10,12
"63577302","5. 20 A 24",18,6,12
"63577302","6. 25 A 29",20,12,8
"63577302","7. 30 A 34",21,10,11
"63577302","8. 35 A 39",16,11,5
"63577302","9. 40 A 44",8,3,5
"63577302","10. 45 A 49",11,5,6
"63577302","11. 50 A 54",14,5,9
"63577302","12. 55 A 59",8,4,4
"63577302","13. 60 A 64",8,5,3
"63577302","14. 65 A 69",10,4,6
"63577302","15. 70 A 74",2,1,1
"63577302","16. 75 A 79",6,1,5
"63577302","17. 80 A 84",1,NA,1
