"Radio","Edad.en.grupos.quinquenales","X__tot__","Mujer...Femenino","Varón...Masculino"
"63577604","0. __tot__",666,328,338
"63577604","1. 00 A 04",50,19,31
"63577604","2. 05 A 09",57,30,27
"63577604","3. 10 A 14",56,18,38
"63577604","4. 15 A 19",48,30,18
"63577604","5. 20 A 24",41,20,21
"63577604","6. 25 A 29",53,27,26
"63577604","7. 30 A 34",52,25,27
"63577604","8. 35 A 39",55,35,20
"63577604","9. 40 A 44",65,29,36
"63577604","10. 45 A 49",46,22,24
"63577604","11. 50 A 54",28,11,17
"63577604","12. 55 A 59",34,20,14
"63577604","13. 60 A 64",17,9,8
"63577604","14. 65 A 69",25,13,12
"63577604","15. 70 A 74",15,7,8
"63577604","16. 75 A 79",15,7,8
"63577604","17. 80 A 84",6,4,2
"63577604","18. 85 A 89",1,NA,1
"63577604","19. 90 A 94",2,2,NA
