radio_id,hogares_con_nbi,hogares_sin_nbi,hogares_nbi_hac,hogares_nbi_viv,hogares_nbi_san,hogares_nbi_esc,hogares_nbi_sub,hogares_totales,prop_con_nbi
63574607,1,224,1,0,0,0,0,225,0.0044444444444444444
63574608,7,245,0,5,0,2,0,252,0.027777777777777776
63574609,2,280,0,2,0,0,0,282,0.0070921985815602835
63574610,1,242,0,1,0,0,0,243,0.00411522633744856
63574611,5,266,1,1,3,0,0,271,0.01845018450184502
63574612,0,262,0,0,0,0,0,262,0.0
63574613,0,265,0,0,0,0,0,265,0.0
63574614,2,119,0,2,0,0,0,121,0.01652892561983471
63574701,3,344,1,2,0,0,0,347,0.008645533141210375
63574702,2,298,1,1,0,0,0,300,0.006666666666666667
63574703,0,365,0,0,0,0,0,365,0.0
63574704,2,290,2,0,0,0,0,292,0.00684931506849315
63574705,1,201,0,1,0,0,0,202,0.0049504950495049506
63574706,1,281,0,1,0,0,0,282,0.0035460992907801418
63574707,0,243,0,0,0,0,0,243,0.0
63574708,1,176,0,1,0,0,0,177,0.005649717514124294
63574709,2,281,0,2,0,0,0,283,0.007067137809187279
63574710,3,260,0,1,2,0,0,263,0.011406844106463879
63574711,0,196,0,0,0,0,0,196,0.0
63574712,1,178,0,1,0,0,0,179,0.00558659217877095
63574713,1,198,0,1,0,0,0,199,0.005025125628140704
63574801,5,186,1,3,0,0,1,191,0.02617801047120419
63574802,8,400,5,1,0,1,1,408,0.0196078431372549
63574803,10,328,2,5,0,2,1,338,0.029585798816568046
63574804,2,145,0,2,0,0,0,147,0.013605442176870748
63574805,1,178,1,0,0,0,0,179,0.00558659217877095
63574806,7,198,2,4,1,0,0,205,0.03414634146341464
63574807,4,254,1,2,0,1,0,258,0.015503875968992248
63574808,4,197,2,2,0,0,0,201,0.01990049751243781
63574809,2,179,0,1,0,0,1,181,0.011049723756906077
63574810,6,218,1,5,0,0,0,224,0.026785714285714284
63574811,4,314,3,1,0,0,1,318,0.012578616352201259
63574812,10,197,0,10,0,0,0,207,0.04830917874396135
63574813,1,220,0,0,0,0,1,221,0.004524886877828055
63574814,4,266,2,2,0,0,0,270,0.014814814814814815
63574815,1,246,1,0,0,0,0,247,0.004048582995951417
63574816,3,196,1,2,0,0,0,199,0.01507537688442211
63574817,1,151,1,0,0,0,0,152,0.006578947368421052
63574901,8,264,1,6,0,0,1,272,0.029411764705882353
63574902,10,331,2,10,0,0,0,341,0.02932551319648094
63574903,1,245,1,0,0,0,0,246,0.0040650406504065045
63574904,3,220,0,2,0,1,0,223,0.013452914798206279
63574905,1,290,0,0,0,1,0,291,0.003436426116838488
63574906,4,316,1,1,0,2,0,320,0.0125
63574907,11,312,4,6,0,0,1,323,0.034055727554179564
63574908,23,278,3,11,12,0,1,301,0.07641196013289037
63575001,8,293,3,3,0,2,0,301,0.026578073089700997
63575002,15,284,2,12,1,1,0,299,0.05016722408026756
63575003,11,312,0,8,0,3,0,323,0.034055727554179564
63575004,6,343,4,3,0,0,0,349,0.017191977077363897
63575005,4,375,0,4,0,0,0,379,0.010554089709762533
63575006,10,377,3,5,0,1,1,387,0.025839793281653745
63575007,6,127,1,2,3,0,0,133,0.045112781954887216
63575008,12,458,1,0,0,8,3,470,0.02553191489361702
63575009,11,504,3,1,1,4,2,515,0.021359223300970873
63575010,6,262,2,4,0,1,1,268,0.022388059701492536
63575011,5,199,2,3,0,0,0,204,0.024509803921568627
63575012,12,362,3,2,0,4,6,374,0.03208556149732621
63575013,11,211,0,6,0,4,1,222,0.04954954954954955
63575014,7,215,0,0,0,5,3,222,0.03153153153153153
63575015,22,249,12,6,3,2,4,271,0.08118081180811808
63575101,10,301,1,6,0,2,1,311,0.03215434083601286
63575102,6,363,1,4,0,1,1,369,0.016260162601626018
63575103,6,340,3,0,0,1,2,346,0.017341040462427744
63575104,2,335,1,0,0,1,0,337,0.005934718100890208
63575105,18,341,10,7,1,1,0,359,0.05013927576601671
63575106,28,318,7,14,0,4,4,346,0.08092485549132948
63575107,10,339,3,3,1,2,1,349,0.02865329512893983
63575108,17,268,8,4,3,1,1,285,0.05964912280701754
63575109,7,244,1,6,0,0,0,251,0.027888446215139442
63575110,5,217,3,1,0,0,1,222,0.02252252252252252
63575201,36,486,26,7,0,2,3,522,0.06896551724137931
63575202,30,379,12,8,6,1,3,409,0.07334963325183375
63575203,14,411,6,3,3,2,0,425,0.03294117647058824
63575204,17,384,6,5,1,1,4,401,0.04239401496259352
63575205,17,308,6,7,0,3,1,325,0.052307692307692305
63575206,7,205,3,2,1,1,0,212,0.0330188679245283
63575207,14,372,5,5,0,2,2,386,0.03626943005181347
63575208,8,250,3,2,0,2,2,258,0.031007751937984496
63575301,10,394,2,6,0,2,0,404,0.024752475247524754
63575302,11,403,8,2,0,0,2,414,0.026570048309178744
63575303,14,409,6,4,1,3,0,423,0.03309692671394799
63575304,14,354,7,5,0,1,2,368,0.03804347826086957
63575305,4,190,2,2,0,0,0,194,0.020618556701030927
63575306,8,223,2,0,0,1,5,231,0.03463203463203463
63575307,11,246,3,3,4,1,0,257,0.042801556420233464
63575308,9,226,4,3,3,0,0,235,0.03829787234042553
63575309,31,332,7,23,1,1,1,363,0.08539944903581267
63575310,26,283,10,9,1,7,2,309,0.08414239482200647
63575311,11,258,6,1,0,3,2,269,0.040892193308550186
63575401,7,271,2,3,2,0,2,278,0.025179856115107913
63575402,4,336,2,1,0,0,1,340,0.011764705882352941
63575403,1,383,0,0,0,0,1,384,0.0026041666666666665
63575404,16,388,4,4,0,6,3,404,0.039603960396039604
63575405,8,325,0,4,1,1,2,333,0.024024024024024024
63575406,4,251,0,2,0,2,0,255,0.01568627450980392
63575407,7,268,4,1,1,1,0,275,0.025454545454545455
63575408,0,230,0,0,0,0,0,230,0.0
63575501,4,221,2,2,0,0,1,225,0.017777777777777778
63575502,5,323,2,2,1,0,0,328,0.01524390243902439
63575503,5,213,1,3,0,1,0,218,0.022935779816513763
63575504,1,234,1,0,0,0,0,235,0.00425531914893617
63575505,4,195,0,3,0,0,1,199,0.020100502512562814
63575506,2,261,0,2,0,0,0,263,0.0076045627376425855
63575507,0,264,0,0,0,0,0,264,0.0
63575508,6,281,2,2,0,1,1,287,0.020905923344947737
63575509,5,234,4,2,0,0,0,239,0.02092050209205021
63575510,3,234,2,1,0,0,0,237,0.012658227848101266
63575511,1,237,1,0,0,0,0,238,0.004201680672268907
63575601,9,372,3,5,0,1,0,381,0.023622047244094488
63575602,4,428,0,3,0,1,0,432,0.009259259259259259
63575603,3,359,1,2,0,0,0,362,0.008287292817679558
63575604,4,262,1,3,0,0,0,266,0.015037593984962405
63575605,1,211,1,0,0,0,0,212,0.0047169811320754715
63575606,2,318,0,2,0,0,0,320,0.00625
63575607,4,369,3,1,0,0,0,373,0.010723860589812333
63575608,2,332,0,2,0,0,0,334,0.005988023952095809
63575609,2,270,2,0,0,0,0,272,0.007352941176470588
63575610,1,192,0,1,0,0,0,193,0.0051813471502590676
63575611,7,200,1,6,0,0,0,207,0.033816425120772944
63575612,2,331,1,1,0,0,0,333,0.006006006006006006
63575613,0,240,0,0,0,0,0,240,0.0
63575614,8,171,3,7,0,0,0,179,0.0446927374301676
63575615,1,211,0,0,0,1,0,212,0.0047169811320754715
63575701,33,315,14,10,6,4,2,348,0.09482758620689655
63575702,5,363,1,4,0,0,0,368,0.01358695652173913
63575703,3,266,1,2,0,0,0,269,0.011152416356877323
63575704,3,211,2,1,0,0,0,214,0.014018691588785047
63575705,4,197,0,2,0,2,0,201,0.01990049751243781
63575706,4,328,2,2,0,0,0,332,0.012048192771084338
63575707,1,277,1,0,0,0,0,278,0.0035971223021582736
63575708,3,169,1,1,0,0,1,172,0.01744186046511628
63575709,5,425,1,4,0,1,0,430,0.011627906976744186
63575710,3,200,0,3,0,0,0,203,0.014778325123152709
63575711,5,254,0,4,0,0,1,259,0.019305019305019305
63575712,4,164,2,1,0,0,1,168,0.023809523809523808
63575801,1,239,0,1,0,0,0,240,0.004166666666666667
63575802,4,399,1,3,0,0,0,403,0.009925558312655087
63575803,3,220,0,0,0,3,0,223,0.013452914798206279
63575804,6,314,2,4,0,0,1,320,0.01875
63575805,5,348,2,2,0,0,1,353,0.014164305949008499
63575806,7,364,4,3,0,0,0,371,0.018867924528301886
63575807,7,325,1,6,0,0,0,332,0.02108433734939759
63575808,9,177,1,6,0,3,0,186,0.04838709677419355
63575809,10,250,1,6,0,2,1,260,0.038461538461538464
63575901,18,410,2,11,0,7,0,428,0.04205607476635514
63575902,4,382,1,1,0,1,1,386,0.010362694300518135
63575903,10,282,2,9,0,1,0,292,0.03424657534246575
63575904,5,306,0,3,0,2,0,311,0.01607717041800643
63575905,6,334,1,3,0,1,1,340,0.01764705882352941
63575906,4,280,0,1,0,1,2,284,0.014084507042253521
63575907,22,335,10,10,3,4,0,357,0.06162464985994398
63575908,13,341,2,11,0,1,0,354,0.03672316384180791
63575909,1,218,0,0,1,0,0,219,0.0045662100456621
63575910,3,218,2,0,1,0,0,221,0.013574660633484163
63575911,6,349,2,1,1,2,0,355,0.016901408450704224
63575912,4,177,1,3,1,0,0,181,0.022099447513812154
63576001,7,334,1,3,0,3,1,341,0.020527859237536656
63576002,5,278,1,3,0,1,0,283,0.0176678445229682
63576003,6,304,0,4,0,2,0,310,0.01935483870967742
63576004,7,199,2,5,0,0,0,206,0.03398058252427184
63576005,11,292,2,4,1,3,1,303,0.036303630363036306
63576006,9,154,1,4,4,0,0,163,0.05521472392638037
63576007,7,336,2,4,0,1,1,343,0.02040816326530612
63576008,15,305,3,8,0,4,1,320,0.046875
63576009,9,234,1,6,0,2,0,243,0.037037037037037035
63576010,20,226,2,11,0,6,1,246,0.08130081300813008
63576011,9,246,4,3,0,3,1,255,0.03529411764705882
63576012,4,215,1,0,1,2,0,219,0.0182648401826484
63576101,0,357,0,0,0,0,0,357,0.0
63576102,1,177,1,0,0,0,0,178,0.0056179775280898875
63576103,2,163,0,2,0,0,0,165,0.012121212121212121
63576104,4,308,3,1,0,0,0,312,0.01282051282051282
63576105,0,302,0,0,0,0,0,302,0.0
63576106,0,209,0,0,0,0,0,209,0.0
63576107,2,178,1,1,1,0,0,180,0.011111111111111112
63576108,0,20,0,0,0,0,0,20,0.0
63576109,0,237,0,0,0,0,0,237,0.0
63576110,1,200,0,1,0,0,0,201,0.004975124378109453
63576111,3,218,1,0,0,2,0,221,0.013574660633484163
63576112,0,88,0,0,0,0,0,88,0.0
63576113,4,263,1,3,0,0,1,267,0.0149812734082397
63576114,5,230,0,4,1,0,0,235,0.02127659574468085
63576115,0,156,0,0,0,0,0,156,0.0
63576116,3,219,1,0,0,1,1,222,0.013513513513513514
63576201,9,330,4,7,0,0,0,339,0.02654867256637168
63576202,4,195,0,1,2,1,0,199,0.020100502512562814
63576203,7,168,1,4,0,2,0,175,0.04
63576204,6,306,3,3,0,0,0,312,0.019230769230769232
63576205,7,309,1,6,0,0,1,316,0.022151898734177215
63576206,4,274,2,2,0,0,0,278,0.014388489208633094
63576207,10,239,3,7,0,0,1,249,0.040160642570281124
63576208,3,95,2,1,0,0,1,98,0.030612244897959183
63576209,1,286,0,0,1,0,0,287,0.003484320557491289
63576210,1,103,0,0,0,1,0,104,0.009615384615384616
63576211,24,143,5,20,1,0,1,167,0.1437125748502994
63576212,11,171,5,6,0,0,1,182,0.06043956043956044
63576301,0,3,0,0,0,0,0,3,0.0
63576302,13,127,3,2,0,8,0,140,0.09285714285714286
63576303,0,161,0,0,0,0,0,161,0.0
63576304,2,145,0,2,0,0,0,147,0.013605442176870748
63576305,8,178,0,6,0,3,0,186,0.043010752688172046
63576306,15,95,6,0,0,9,2,110,0.13636363636363635
63576307,5,107,0,1,0,3,1,112,0.044642857142857144
63576308,4,123,1,2,0,1,0,127,0.031496062992125984
63576309,1,137,0,1,0,0,0,138,0.007246376811594203
63576401,2,269,0,2,1,0,0,271,0.007380073800738007
63576402,4,296,2,2,0,0,0,300,0.013333333333333334
63576403,8,310,6,1,2,0,0,318,0.025157232704402517
63576404,14,344,5,4,2,5,2,358,0.03910614525139665
63576405,7,300,1,3,0,1,2,307,0.02280130293159609
63576406,3,201,0,3,0,0,0,204,0.014705882352941176
63576407,2,241,1,1,0,0,0,243,0.00823045267489712
63576408,6,194,3,1,4,0,0,200,0.03
63576409,3,122,2,0,0,1,0,125,0.024
63576410,0,107,0,0,0,0,0,107,0.0
63576411,4,157,0,4,0,0,0,161,0.024844720496894408
63576412,4,214,3,0,0,1,0,218,0.01834862385321101
63576413,6,256,5,0,0,0,1,262,0.022900763358778626
63576501,3,178,2,1,0,0,0,181,0.016574585635359115
63576502,17,246,0,16,0,1,0,263,0.06463878326996197
63576503,0,1,0,0,0,0,0,1,0.0
63576504,0,212,0,0,0,0,0,212,0.0
63576505,2,237,1,1,0,0,0,239,0.008368200836820083
63576506,2,210,1,0,1,0,0,212,0.009433962264150943
63576507,4,288,0,2,0,2,0,292,0.0136986301369863
63576508,4,408,1,2,0,0,1,412,0.009708737864077669
63576509,0,162,0,0,0,0,0,162,0.0
63576510,4,226,0,1,0,1,2,230,0.017391304347826087
63576511,2,212,1,0,0,1,0,214,0.009345794392523364
63576512,5,276,2,2,0,1,0,281,0.017793594306049824
63576513,1,90,0,1,0,0,0,91,0.01098901098901099
63576514,1,157,0,1,0,0,0,158,0.006329113924050633
63576515,1,211,0,0,0,0,1,212,0.0047169811320754715
63576516,2,189,1,0,0,2,0,191,0.010471204188481676
63576601,19,288,6,12,1,2,3,307,0.06188925081433225
63576602,14,212,2,4,2,3,3,226,0.061946902654867256
63576603,7,165,2,3,1,1,1,172,0.040697674418604654
63576604,11,320,5,5,0,1,0,331,0.03323262839879154
63576605,5,242,0,4,0,0,1,247,0.020242914979757085
63576606,10,322,6,4,0,0,0,332,0.030120481927710843
63576607,12,276,5,3,1,2,1,288,0.041666666666666664
63576608,3,247,0,1,0,1,1,250,0.012
63576609,2,167,1,0,0,0,1,169,0.011834319526627219
63576701,7,203,3,4,0,0,1,210,0.03333333333333333
63576702,15,343,4,7,3,1,0,358,0.04189944134078212
63576703,15,335,5,4,1,1,4,350,0.04285714285714286
63576704,12,348,5,4,0,2,1,360,0.03333333333333333
63576705,16,274,5,6,0,4,4,290,0.05517241379310345
63576706,13,236,4,4,0,4,3,249,0.05220883534136546
63576707,24,383,12,8,0,1,3,407,0.05896805896805897
63576708,12,243,5,4,0,4,1,255,0.047058823529411764
63576709,24,283,10,6,6,2,2,307,0.0781758957654723
63576710,21,382,12,4,0,1,5,403,0.052109181141439205
63576711,21,345,8,9,0,4,1,366,0.05737704918032787
63576712,24,316,14,5,2,4,2,340,0.07058823529411765
63576713,20,212,13,2,0,2,3,232,0.08620689655172414
63576714,17,237,9,2,2,3,2,254,0.06692913385826772
63576715,46,424,29,6,3,10,6,470,0.09787234042553192
63576801,13,481,4,7,0,0,2,494,0.02631578947368421
63576802,26,407,11,11,0,5,1,433,0.06004618937644342
63576803,13,242,7,4,1,1,1,255,0.050980392156862744
63576804,8,202,3,3,0,2,0,210,0.0380952380952381
63576805,12,216,2,8,1,2,0,228,0.05263157894736842
63576806,4,277,3,2,0,1,0,281,0.014234875444839857
63576807,15,304,8,2,0,4,3,319,0.047021943573667714
63576808,18,254,6,8,0,2,4,272,0.0661764705882353
63576809,15,259,7,0,1,5,2,274,0.05474452554744526
63576810,17,376,3,11,0,1,3,393,0.043256997455470736
63576901,8,227,2,5,0,1,1,235,0.03404255319148936
63576902,13,231,7,4,0,1,1,244,0.05327868852459016
63576903,10,219,6,3,1,2,0,229,0.043668122270742356
63576904,10,253,4,4,1,2,0,263,0.03802281368821293
63576905,15,243,7,2,1,3,2,258,0.05813953488372093
63576906,12,283,8,2,1,0,1,295,0.04067796610169491
63576907,25,344,13,9,3,0,1,369,0.06775067750677506
63576908,14,248,7,3,3,0,3,262,0.05343511450381679
63576909,17,312,14,2,1,1,0,329,0.05167173252279635
63576910,21,358,17,4,1,1,0,379,0.055408970976253295
63576911,9,227,5,2,1,1,0,236,0.038135593220338986
63577001,24,274,11,13,1,1,1,298,0.08053691275167785
63577002,14,361,9,4,0,0,1,375,0.037333333333333336
63577003,4,230,1,2,0,0,1,234,0.017094017094017096
63577004,3,241,2,1,0,0,0,244,0.012295081967213115
63577005,7,204,3,3,0,1,0,211,0.03317535545023697
63577006,7,254,5,2,0,0,0,261,0.02681992337164751
63577007,14,402,5,5,1,1,2,416,0.03365384615384615
63577008,8,354,3,3,1,0,1,362,0.022099447513812154
63577009,5,216,2,3,0,0,0,221,0.02262443438914027
63577010,8,186,7,1,0,0,0,194,0.041237113402061855
63577011,10,244,6,3,0,1,1,254,0.03937007874015748
63577012,9,219,6,1,0,2,0,228,0.039473684210526314
63577013,17,289,11,2,0,3,2,306,0.05555555555555555
63577014,13,230,7,4,3,0,1,243,0.053497942386831275
63577015,6,246,2,2,0,1,1,252,0.023809523809523808
63577016,2,223,1,1,0,1,0,225,0.008888888888888889
63577101,41,281,21,17,5,2,3,322,0.12732919254658384
63577102,7,384,1,5,0,0,1,391,0.017902813299232736
63577103,6,384,2,2,1,0,1,390,0.015384615384615385
63577104,6,465,3,2,0,1,0,471,0.012738853503184714
63577105,3,295,3,0,0,0,0,298,0.010067114093959731
63577106,32,342,19,10,1,2,3,374,0.0855614973262032
63577107,9,369,4,4,1,0,1,378,0.023809523809523808
63577108,4,246,0,3,0,0,1,250,0.016
63577109,2,292,0,1,0,1,0,294,0.006802721088435374
63577110,19,264,9,7,1,2,2,283,0.06713780918727916
63577111,28,299,8,11,0,8,2,327,0.0856269113149847
63577112,23,415,16,5,0,1,3,438,0.05251141552511415
63577113,5,180,3,0,0,1,1,185,0.02702702702702703
63577114,4,218,0,1,0,3,0,222,0.018018018018018018
63577201,41,363,20,14,0,9,4,404,0.10148514851485149
63577202,45,406,21,20,9,0,3,451,0.09977827050997783
63577203,30,286,15,4,5,6,2,316,0.0949367088607595
63577204,41,278,18,9,3,10,5,319,0.12852664576802508
63577205,20,349,9,8,0,4,0,369,0.05420054200542006
63577206,29,272,12,13,7,4,3,301,0.09634551495016612
63577207,18,287,7,5,0,2,4,305,0.05901639344262295
63577208,6,212,3,3,0,0,0,218,0.027522935779816515
63577209,35,160,12,18,9,4,1,195,0.1794871794871795
63577210,9,202,3,6,1,0,0,211,0.04265402843601896
63577211,15,322,7,4,0,1,3,337,0.04451038575667656
63577212,11,219,4,4,0,1,3,230,0.04782608695652174
63577213,15,254,8,4,1,0,2,269,0.055762081784386616
63577301,34,164,15,15,7,1,2,198,0.1717171717171717
63577302,11,66,3,6,1,4,0,77,0.14285714285714285
63577303,1,14,1,1,0,0,0,15,0.06666666666666667
63577304,24,184,5,14,3,3,2,208,0.11538461538461539
63577305,31,279,16,10,2,1,6,310,0.1
63577306,9,3,1,2,9,1,0,12,0.75
63577307,3,46,1,0,0,1,1,49,0.061224489795918366
63577308,8,70,1,6,0,2,0,78,0.10256410256410256
63577309,19,70,5,13,3,1,1,89,0.21348314606741572
63577310,16,303,10,5,0,3,1,319,0.050156739811912224
63577311,26,385,14,5,12,3,3,411,0.06326034063260341
63577401,32,392,17,14,3,3,1,424,0.07547169811320754
63577402,0,293,0,0,0,0,0,293,0.0
63577403,14,461,8,5,0,1,1,475,0.029473684210526315
63577404,63,484,34,16,8,4,4,547,0.11517367458866545
63577405,47,253,24,17,10,3,4,300,0.15666666666666668
63577406,22,234,10,6,2,2,3,256,0.0859375
63577407,53,257,30,21,7,0,3,310,0.17096774193548386
63577408,80,424,47,24,10,9,5,504,0.15873015873015872
63577409,29,400,12,15,1,3,0,429,0.0675990675990676
63577410,9,376,6,2,1,0,0,385,0.023376623376623377
63577501,9,299,3,6,0,0,2,308,0.02922077922077922
63577502,1,99,0,1,0,0,0,100,0.01
63577503,1,42,0,0,0,1,0,43,0.023255813953488372
63577504,2,80,1,1,0,0,0,82,0.024390243902439025
63577505,2,200,0,2,0,0,1,202,0.009900990099009901
63577506,3,159,1,1,0,0,1,162,0.018518518518518517
63577507,9,198,2,6,1,0,1,207,0.043478260869565216
63577508,4,223,2,1,0,1,0,227,0.01762114537444934
63577509,7,250,1,5,0,1,0,257,0.027237354085603113
63577510,1,135,1,0,0,0,0,136,0.007352941176470588
63577511,5,158,1,2,0,1,1,163,0.03067484662576687
63577601,14,124,10,5,1,0,2,138,0.10144927536231885
63577602,23,182,12,9,5,3,0,205,0.11219512195121951
63577603,16,170,7,8,0,2,0,186,0.08602150537634409
63577604,12,229,6,7,0,0,0,241,0.04979253112033195
63577605,12,259,7,5,0,1,0,271,0.04428044280442804
63577606,15,102,7,5,1,2,1,117,0.1282051282051282
63577607,5,201,2,1,0,1,1,206,0.024271844660194174
63577608,5,138,2,1,0,2,0,143,0.03496503496503497
63577609,6,94,1,4,0,1,0,100,0.06
63577610,4,156,2,2,0,0,1,160,0.025
63577611,2,79,1,1,0,0,0,81,0.024691358024691357
63577612,8,69,1,6,0,1,0,77,0.1038961038961039
63577701,7,53,0,2,5,1,0,60,0.11666666666666667
63577702,3,19,1,2,0,0,0,22,0.13636363636363635
63577703,24,214,10,11,0,1,3,238,0.10084033613445378
63577704,30,268,9,11,1,10,1,298,0.10067114093959731
63577705,1,12,0,1,0,0,0,13,0.07692307692307693
63577706,0,18,0,0,0,0,0,18,0.0
63577707,6,38,1,3,2,0,0,44,0.13636363636363635
63577708,5,105,2,2,0,1,0,110,0.045454545454545456
63577709,1,55,1,0,0,0,0,56,0.017857142857142856
63577710,2,28,0,0,0,2,0,30,0.06666666666666667
63577801,0,7,0,0,0,0,0,7,0.0
63577802,8,138,3,4,0,1,0,146,0.0547945205479452
63577803,9,117,3,4,0,2,0,126,0.07142857142857142
63577804,18,291,10,5,2,2,2,309,0.05825242718446602
63577805,25,298,18,4,2,2,0,323,0.07739938080495357
63577806,1,23,1,0,0,0,0,24,0.041666666666666664
63577807,6,50,2,2,1,1,0,56,0.10714285714285714
63577901,7,31,2,4,0,1,0,38,0.18421052631578946
63577902,3,390,0,2,0,1,0,393,0.007633587786259542
63577903,1,18,0,1,0,0,0,19,0.05263157894736842
63577904,39,396,14,15,4,7,3,435,0.0896551724137931
63577905,34,238,13,13,1,9,3,272,0.125
63577906,28,257,16,3,5,6,2,285,0.09824561403508772
63577907,61,273,24,23,10,6,4,334,0.18263473053892215
63577908,18,275,14,3,0,3,0,293,0.06143344709897611
63577909,13,218,5,4,0,2,2,231,0.05627705627705628
63577910,3,17,0,2,0,0,1,20,0.15
63577911,27,287,11,10,2,5,1,314,0.08598726114649681
63577912,27,206,3,20,2,1,4,233,0.11587982832618025
63578001,17,11,0,17,0,0,0,28,0.6071428571428571
63578002,43,189,25,20,6,2,2,232,0.1853448275862069
63578003,45,294,20,23,8,3,0,339,0.13274336283185842
63578004,20,247,10,8,0,4,0,267,0.0749063670411985
63578005,13,161,7,5,1,1,1,174,0.07471264367816093
63578006,9,166,6,2,1,0,0,175,0.05142857142857143
63578007,13,162,4,6,1,1,1,175,0.07428571428571429
63578008,12,159,8,5,0,0,1,171,0.07017543859649122
63578009,24,195,9,13,3,5,1,219,0.1095890410958904
63578010,6,203,4,2,0,0,0,209,0.028708133971291867
63578011,24,213,12,7,4,3,1,237,0.10126582278481013
63578012,32,274,18,8,5,4,2,306,0.10457516339869281
63578013,25,206,9,15,3,3,0,231,0.10822510822510822
63578014,14,215,7,7,1,1,0,229,0.0611353711790393
63578101,12,60,3,7,0,2,1,72,0.16666666666666666
63578102,1,10,0,0,0,0,1,11,0.09090909090909091
63578103,1,7,0,0,0,1,0,8,0.125
63578104,7,98,1,5,3,0,0,105,0.06666666666666667
63578105,4,219,4,0,0,0,0,223,0.017937219730941704
63578106,8,230,1,4,1,1,1,238,0.03361344537815126
63578201,7,66,2,4,0,0,1,73,0.0958904109589041
63578202,2,59,1,1,0,0,0,61,0.03278688524590164
63578203,3,67,0,2,0,1,0,70,0.04285714285714286
63578204,1,26,0,1,0,0,0,27,0.037037037037037035
63578205,1,72,0,0,0,1,0,73,0.0136986301369863
63578206,0,27,0,0,0,0,0,27,0.0
63578207,40,59,8,35,0,4,2,99,0.40404040404040403
63578208,14,182,8,4,0,1,1,196,0.07142857142857142
63578209,12,205,5,4,0,3,1,217,0.055299539170506916
63578210,29,183,10,9,8,6,2,212,0.13679245283018868
63578211,0,12,0,0,0,0,0,12,0.0
63578212,8,65,4,5,0,1,0,73,0.1095890410958904
63578213,6,60,3,3,0,0,1,66,0.09090909090909091
63578214,1,19,0,1,0,0,0,20,0.05
63578301,13,101,4,6,0,3,1,114,0.11403508771929824
63578302,2,93,0,1,0,1,0,95,0.021052631578947368
63578303,12,94,5,6,0,2,0,106,0.11320754716981132
63578401,3,39,0,2,1,0,0,42,0.07142857142857142
63578402,2,24,1,1,0,0,0,26,0.07692307692307693
63578403,1,98,0,1,0,0,0,99,0.010101010101010102
63578404,2,82,0,1,0,1,0,84,0.023809523809523808
63578405,2,77,2,0,0,0,0,79,0.02531645569620253
63578406,5,73,1,1,3,0,0,78,0.0641025641025641
63578407,0,50,0,0,0,0,0,50,0.0
63578408,2,33,0,2,0,0,0,35,0.05714285714285714
63578409,2,38,0,2,0,0,0,40,0.05
63578410,2,22,0,2,0,0,0,24,0.08333333333333333
63578411,3,50,1,3,0,0,0,53,0.05660377358490566
63578412,4,58,1,2,0,1,0,62,0.06451612903225806
63578413,5,23,1,4,0,1,0,28,0.17857142857142858
63578501,3,35,2,1,0,0,0,38,0.07894736842105263
63578502,8,44,2,2,2,2,0,52,0.15384615384615385
63578503,4,48,1,1,0,2,0,52,0.07692307692307693
63578504,1,54,0,1,0,0,0,55,0.01818181818181818
63578505,1,53,1,0,0,0,0,54,0.018518518518518517
63578506,1,51,1,0,0,0,0,52,0.019230769230769232
63578507,1,44,0,1,0,0,0,45,0.022222222222222223
63578508,3,63,1,2,0,0,0,66,0.045454545454545456
63578509,3,59,1,2,0,0,0,62,0.04838709677419355
63578510,2,56,1,1,0,0,0,58,0.034482758620689655
63578511,1,24,0,1,0,0,0,25,0.04
63578512,6,21,0,4,2,1,0,27,0.2222222222222222
63578601,1,9,1,0,0,0,0,10,0.1
63578602,0,27,0,0,0,0,0,27,0.0
63578603,3,35,1,2,0,0,0,38,0.07894736842105263
63578604,1,42,1,0,0,0,0,43,0.023255813953488372
63578605,2,17,0,2,0,0,0,19,0.10526315789473684
63578606,1,7,0,1,0,0,0,8,0.125
63578607,0,10,0,0,0,0,0,10,0.0
63578608,1,14,0,1,0,0,0,15,0.06666666666666667
63578609,3,23,3,1,0,0,0,26,0.11538461538461539
63578610,1,19,0,1,1,0,0,20,0.05
63578611,0,17,0,0,0,0,0,17,0.0
63578612,7,19,1,6,0,0,0,26,0.2692307692307692
63578613,0,12,0,0,0,0,0,12,0.0
63578701,24,278,13,10,3,0,0,302,0.07947019867549669
63578702,14,278,7,3,0,3,2,292,0.04794520547945205
63578703,4,271,1,3,0,0,0,275,0.014545454545454545
63578704,15,255,11,1,0,1,2,270,0.05555555555555555
63578705,13,315,8,3,0,2,0,328,0.039634146341463415
63578706,13,302,8,3,1,1,0,315,0.04126984126984127
63578707,21,194,8,12,1,1,0,215,0.09767441860465116
63578708,28,199,11,11,2,3,4,227,0.12334801762114538
63578709,5,211,2,0,1,2,1,216,0.023148148148148147
63578710,9,201,2,5,1,1,0,210,0.04285714285714286
63578711,16,168,10,4,0,3,1,184,0.08695652173913043
63578712,28,272,8,12,2,3,10,300,0.09333333333333334
63578713,22,181,8,14,1,0,2,203,0.10837438423645321
63578801,4,125,1,2,1,0,0,129,0.031007751937984496
63578802,2,9,0,2,0,0,0,11,0.18181818181818182
63578803,7,144,3,3,0,1,0,151,0.046357615894039736
63578804,18,193,3,13,0,2,0,211,0.08530805687203792
