"radio_id","ocup_cod","ocup_label","viviendas"
63573701,1,"Hay personas presentes",151
63573701,2,"No hay personas presentes",121
63573702,1,"Hay personas presentes",236
63573702,2,"No hay personas presentes",238
63573703,1,"Hay personas presentes",240
63573703,2,"No hay personas presentes",345
63573704,1,"Hay personas presentes",155
63573704,2,"No hay personas presentes",60
63573705,1,"Hay personas presentes",184
63573705,2,"No hay personas presentes",247
63573706,1,"Hay personas presentes",314
63573706,2,"No hay personas presentes",430
63573707,1,"Hay personas presentes",268
63573707,2,"No hay personas presentes",405
63573708,1,"Hay personas presentes",173
63573708,2,"No hay personas presentes",217
63573709,1,"Hay personas presentes",185
63573709,2,"No hay personas presentes",137
63573801,1,"Hay personas presentes",278
63573801,2,"No hay personas presentes",624
63573802,1,"Hay personas presentes",258
63573802,2,"No hay personas presentes",313
63573803,1,"Hay personas presentes",304
63573803,2,"No hay personas presentes",486
63573804,1,"Hay personas presentes",362
63573804,2,"No hay personas presentes",644
63573901,1,"Hay personas presentes",273
63573901,2,"No hay personas presentes",411
63573902,1,"Hay personas presentes",208
63573902,2,"No hay personas presentes",302
63573903,1,"Hay personas presentes",241
63573903,2,"No hay personas presentes",235
63573904,1,"Hay personas presentes",289
63573904,2,"No hay personas presentes",336
63573905,1,"Hay personas presentes",193
63573905,2,"No hay personas presentes",214
63573906,1,"Hay personas presentes",111
63573906,2,"No hay personas presentes",170
63573907,1,"Hay personas presentes",225
63573907,2,"No hay personas presentes",237
63573908,1,"Hay personas presentes",216
63573908,2,"No hay personas presentes",159
63573909,1,"Hay personas presentes",115
63573909,2,"No hay personas presentes",62
63574001,1,"Hay personas presentes",44
63574001,2,"No hay personas presentes",133
63574002,1,"Hay personas presentes",176
63574002,2,"No hay personas presentes",352
63574003,1,"Hay personas presentes",197
63574003,2,"No hay personas presentes",475
63574004,1,"Hay personas presentes",283
63574004,2,"No hay personas presentes",582
63574005,1,"Hay personas presentes",318
63574005,2,"No hay personas presentes",677
63574006,1,"Hay personas presentes",216
63574006,2,"No hay personas presentes",477
63574007,1,"Hay personas presentes",375
63574007,2,"No hay personas presentes",777
63574008,1,"Hay personas presentes",238
63574008,2,"No hay personas presentes",447
63574101,1,"Hay personas presentes",112
63574101,2,"No hay personas presentes",401
63574102,1,"Hay personas presentes",204
63574102,2,"No hay personas presentes",539
63574103,1,"Hay personas presentes",342
63574103,2,"No hay personas presentes",770
63574104,1,"Hay personas presentes",301
63574104,2,"No hay personas presentes",665
63574105,1,"Hay personas presentes",293
63574105,2,"No hay personas presentes",804
63574106,1,"Hay personas presentes",70
63574106,2,"No hay personas presentes",226
63574107,1,"Hay personas presentes",64
63574107,2,"No hay personas presentes",211
63574108,1,"Hay personas presentes",114
63574108,2,"No hay personas presentes",197
63574201,1,"Hay personas presentes",215
63574201,2,"No hay personas presentes",427
63574202,1,"Hay personas presentes",133
63574202,2,"No hay personas presentes",121
63574203,1,"Hay personas presentes",132
63574203,2,"No hay personas presentes",190
63574204,1,"Hay personas presentes",108
63574204,2,"No hay personas presentes",189
63574205,1,"Hay personas presentes",191
63574205,2,"No hay personas presentes",187
63574206,1,"Hay personas presentes",217
63574206,2,"No hay personas presentes",262
63574207,1,"Hay personas presentes",128
63574207,2,"No hay personas presentes",158
63574301,1,"Hay personas presentes",121
63574301,2,"No hay personas presentes",240
63574302,1,"Hay personas presentes",113
63574302,2,"No hay personas presentes",133
63574303,1,"Hay personas presentes",185
63574303,2,"No hay personas presentes",209
63574304,1,"Hay personas presentes",214
63574304,2,"No hay personas presentes",175
63574305,1,"Hay personas presentes",104
63574305,2,"No hay personas presentes",194
63574306,1,"Hay personas presentes",140
63574306,2,"No hay personas presentes",168
63574307,1,"Hay personas presentes",193
63574307,2,"No hay personas presentes",197
63574308,1,"Hay personas presentes",67
63574308,2,"No hay personas presentes",203
63574309,1,"Hay personas presentes",128
63574309,2,"No hay personas presentes",214
63574310,1,"Hay personas presentes",127
63574310,2,"No hay personas presentes",419
63574311,1,"Hay personas presentes",106
63574311,2,"No hay personas presentes",195
63574312,1,"Hay personas presentes",143
63574312,2,"No hay personas presentes",279
63574401,1,"Hay personas presentes",262
63574401,2,"No hay personas presentes",56
63574402,1,"Hay personas presentes",245
63574402,2,"No hay personas presentes",57
63574403,1,"Hay personas presentes",263
63574403,2,"No hay personas presentes",54
63574404,1,"Hay personas presentes",281
63574404,2,"No hay personas presentes",16
63574405,1,"Hay personas presentes",288
63574405,2,"No hay personas presentes",200
63574406,1,"Hay personas presentes",189
63574406,2,"No hay personas presentes",285
63574407,1,"Hay personas presentes",212
63574407,2,"No hay personas presentes",175
63574408,1,"Hay personas presentes",188
63574408,2,"No hay personas presentes",73
63574409,1,"Hay personas presentes",158
63574409,2,"No hay personas presentes",305
63574501,1,"Hay personas presentes",259
63574501,2,"No hay personas presentes",81
63574502,1,"Hay personas presentes",150
63574502,2,"No hay personas presentes",79
63574503,1,"Hay personas presentes",221
63574503,2,"No hay personas presentes",75
63574504,1,"Hay personas presentes",186
63574504,2,"No hay personas presentes",97
63574505,1,"Hay personas presentes",197
63574505,2,"No hay personas presentes",80
63574506,1,"Hay personas presentes",195
63574506,2,"No hay personas presentes",49
63574507,1,"Hay personas presentes",213
63574507,2,"No hay personas presentes",55
63574508,1,"Hay personas presentes",192
63574508,2,"No hay personas presentes",135
63574509,1,"Hay personas presentes",232
63574509,2,"No hay personas presentes",70
63574510,1,"Hay personas presentes",188
63574510,2,"No hay personas presentes",160
63574511,1,"Hay personas presentes",145
63574511,2,"No hay personas presentes",67
63574512,1,"Hay personas presentes",200
63574512,2,"No hay personas presentes",100
63574601,1,"Hay personas presentes",216
63574601,2,"No hay personas presentes",56
63574602,1,"Hay personas presentes",175
63574602,2,"No hay personas presentes",11
63574603,1,"Hay personas presentes",338
63574603,2,"No hay personas presentes",44
63574604,1,"Hay personas presentes",190
63574604,2,"No hay personas presentes",30
63574605,1,"Hay personas presentes",147
63574605,2,"No hay personas presentes",17
63574606,1,"Hay personas presentes",305
63574606,2,"No hay personas presentes",35
63574607,1,"Hay personas presentes",225
63574607,2,"No hay personas presentes",41
63574608,1,"Hay personas presentes",252
63574608,2,"No hay personas presentes",23
63574609,1,"Hay personas presentes",281
63574609,2,"No hay personas presentes",47
63574610,1,"Hay personas presentes",242
63574610,2,"No hay personas presentes",12
63574611,1,"Hay personas presentes",270
63574611,2,"No hay personas presentes",41
63574612,1,"Hay personas presentes",261
63574612,2,"No hay personas presentes",23
63574613,1,"Hay personas presentes",262
63574613,2,"No hay personas presentes",23
63574614,1,"Hay personas presentes",121
63574701,1,"Hay personas presentes",347
63574701,2,"No hay personas presentes",34
63574702,1,"Hay personas presentes",299
63574702,2,"No hay personas presentes",76
63574703,1,"Hay personas presentes",364
63574703,2,"No hay personas presentes",65
63574704,1,"Hay personas presentes",292
63574704,2,"No hay personas presentes",24
63574705,1,"Hay personas presentes",202
63574705,2,"No hay personas presentes",39
63574706,1,"Hay personas presentes",282
63574706,2,"No hay personas presentes",55
63574707,1,"Hay personas presentes",243
63574707,2,"No hay personas presentes",61
63574708,1,"Hay personas presentes",175
63574708,2,"No hay personas presentes",10
63574709,1,"Hay personas presentes",281
63574709,2,"No hay personas presentes",82
63574710,1,"Hay personas presentes",260
63574710,2,"No hay personas presentes",99
63574711,1,"Hay personas presentes",195
63574711,2,"No hay personas presentes",80
63574712,1,"Hay personas presentes",179
63574712,2,"No hay personas presentes",65
63574713,1,"Hay personas presentes",199
63574713,2,"No hay personas presentes",31
63574801,1,"Hay personas presentes",189
63574801,2,"No hay personas presentes",91
63574802,1,"Hay personas presentes",403
63574802,2,"No hay personas presentes",100
63574803,1,"Hay personas presentes",334
63574803,2,"No hay personas presentes",52
63574804,1,"Hay personas presentes",147
63574804,2,"No hay personas presentes",45
63574805,1,"Hay personas presentes",179
63574805,2,"No hay personas presentes",19
63574806,1,"Hay personas presentes",203
63574806,2,"No hay personas presentes",45
63574807,1,"Hay personas presentes",255
63574807,2,"No hay personas presentes",38
63574808,1,"Hay personas presentes",199
63574808,2,"No hay personas presentes",76
63574809,1,"Hay personas presentes",181
63574809,2,"No hay personas presentes",67
63574810,1,"Hay personas presentes",223
63574810,2,"No hay personas presentes",70
63574811,1,"Hay personas presentes",316
63574811,2,"No hay personas presentes",74
63574812,1,"Hay personas presentes",207
63574812,2,"No hay personas presentes",39
63574813,1,"Hay personas presentes",221
63574813,2,"No hay personas presentes",68
63574814,1,"Hay personas presentes",267
63574814,2,"No hay personas presentes",51
63574815,1,"Hay personas presentes",244
63574815,2,"No hay personas presentes",51
63574816,1,"Hay personas presentes",199
63574816,2,"No hay personas presentes",64
63574817,1,"Hay personas presentes",150
63574817,2,"No hay personas presentes",61
63574901,1,"Hay personas presentes",270
63574901,2,"No hay personas presentes",44
63574902,1,"Hay personas presentes",338
63574902,2,"No hay personas presentes",63
63574903,1,"Hay personas presentes",243
63574903,2,"No hay personas presentes",83
63574904,1,"Hay personas presentes",223
63574904,2,"No hay personas presentes",88
63574905,1,"Hay personas presentes",291
63574905,2,"No hay personas presentes",146
63574906,1,"Hay personas presentes",318
63574906,2,"No hay personas presentes",95
63574907,1,"Hay personas presentes",316
63574907,2,"No hay personas presentes",105
63574908,1,"Hay personas presentes",298
63574908,2,"No hay personas presentes",60
63575001,1,"Hay personas presentes",295
63575001,2,"No hay personas presentes",18
63575002,1,"Hay personas presentes",293
63575002,2,"No hay personas presentes",111
63575003,1,"Hay personas presentes",313
63575003,2,"No hay personas presentes",108
63575004,1,"Hay personas presentes",345
63575004,2,"No hay personas presentes",32
63575005,1,"Hay personas presentes",375
63575005,2,"No hay personas presentes",68
63575006,1,"Hay personas presentes",380
63575006,2,"No hay personas presentes",149
63575007,1,"Hay personas presentes",131
63575007,2,"No hay personas presentes",66
63575008,1,"Hay personas presentes",465
63575008,2,"No hay personas presentes",48
63575009,1,"Hay personas presentes",514
63575009,2,"No hay personas presentes",72
63575010,1,"Hay personas presentes",266
63575010,2,"No hay personas presentes",53
63575011,1,"Hay personas presentes",201
63575011,2,"No hay personas presentes",4
63575012,1,"Hay personas presentes",369
63575012,2,"No hay personas presentes",27
63575013,1,"Hay personas presentes",212
63575013,2,"No hay personas presentes",26
63575014,1,"Hay personas presentes",220
63575014,2,"No hay personas presentes",16
63575015,1,"Hay personas presentes",267
63575015,2,"No hay personas presentes",14
63575101,1,"Hay personas presentes",308
63575101,2,"No hay personas presentes",21
63575102,1,"Hay personas presentes",367
63575102,2,"No hay personas presentes",9
63575103,1,"Hay personas presentes",344
63575103,2,"No hay personas presentes",39
63575104,1,"Hay personas presentes",335
63575104,2,"No hay personas presentes",20
63575105,1,"Hay personas presentes",356
63575105,2,"No hay personas presentes",29
63575106,1,"Hay personas presentes",342
63575106,2,"No hay personas presentes",5
63575107,1,"Hay personas presentes",347
63575107,2,"No hay personas presentes",1
63575108,1,"Hay personas presentes",277
63575109,1,"Hay personas presentes",250
63575109,2,"No hay personas presentes",25
63575110,1,"Hay personas presentes",220
63575110,2,"No hay personas presentes",28
63575201,1,"Hay personas presentes",514
63575201,2,"No hay personas presentes",1
63575202,1,"Hay personas presentes",401
63575202,2,"No hay personas presentes",3
63575203,1,"Hay personas presentes",424
63575203,2,"No hay personas presentes",35
63575204,1,"Hay personas presentes",397
63575204,2,"No hay personas presentes",18
63575205,1,"Hay personas presentes",320
63575205,2,"No hay personas presentes",17
63575206,1,"Hay personas presentes",211
63575206,2,"No hay personas presentes",6
63575207,1,"Hay personas presentes",376
63575207,2,"No hay personas presentes",8
63575208,1,"Hay personas presentes",257
63575208,2,"No hay personas presentes",8
63575301,1,"Hay personas presentes",400
63575301,2,"No hay personas presentes",17
63575302,1,"Hay personas presentes",408
63575302,2,"No hay personas presentes",13
63575303,1,"Hay personas presentes",416
63575303,2,"No hay personas presentes",31
63575304,1,"Hay personas presentes",362
63575304,2,"No hay personas presentes",25
63575305,1,"Hay personas presentes",193
63575306,1,"Hay personas presentes",224
63575306,2,"No hay personas presentes",12
63575307,1,"Hay personas presentes",255
63575307,2,"No hay personas presentes",8
63575308,1,"Hay personas presentes",230
63575308,2,"No hay personas presentes",10
63575309,1,"Hay personas presentes",360
63575309,2,"No hay personas presentes",48
63575310,1,"Hay personas presentes",307
63575310,2,"No hay personas presentes",24
63575311,1,"Hay personas presentes",268
63575311,2,"No hay personas presentes",17
63575401,1,"Hay personas presentes",278
63575401,2,"No hay personas presentes",25
63575402,1,"Hay personas presentes",338
63575402,2,"No hay personas presentes",19
63575403,1,"Hay personas presentes",384
63575403,2,"No hay personas presentes",22
63575404,1,"Hay personas presentes",402
63575404,2,"No hay personas presentes",17
63575405,1,"Hay personas presentes",329
63575405,2,"No hay personas presentes",9
63575406,1,"Hay personas presentes",254
63575406,2,"No hay personas presentes",29
63575407,1,"Hay personas presentes",272
63575407,2,"No hay personas presentes",25
63575408,1,"Hay personas presentes",226
63575408,2,"No hay personas presentes",34
63575501,1,"Hay personas presentes",225
63575501,2,"No hay personas presentes",47
63575502,1,"Hay personas presentes",328
63575502,2,"No hay personas presentes",52
63575503,1,"Hay personas presentes",218
63575503,2,"No hay personas presentes",10
63575504,1,"Hay personas presentes",233
63575504,2,"No hay personas presentes",41
63575505,1,"Hay personas presentes",198
63575505,2,"No hay personas presentes",13
63575506,1,"Hay personas presentes",262
63575506,2,"No hay personas presentes",27
63575507,1,"Hay personas presentes",263
63575507,2,"No hay personas presentes",13
63575508,1,"Hay personas presentes",282
63575508,2,"No hay personas presentes",28
63575509,1,"Hay personas presentes",239
63575509,2,"No hay personas presentes",30
63575510,1,"Hay personas presentes",237
63575510,2,"No hay personas presentes",36
63575511,1,"Hay personas presentes",237
63575511,2,"No hay personas presentes",25
63575601,1,"Hay personas presentes",377
63575601,2,"No hay personas presentes",68
63575602,1,"Hay personas presentes",429
63575602,2,"No hay personas presentes",37
63575603,1,"Hay personas presentes",358
63575603,2,"No hay personas presentes",87
63575604,1,"Hay personas presentes",266
63575604,2,"No hay personas presentes",47
63575605,1,"Hay personas presentes",211
63575605,2,"No hay personas presentes",60
63575606,1,"Hay personas presentes",319
63575606,2,"No hay personas presentes",51
63575607,1,"Hay personas presentes",371
63575607,2,"No hay personas presentes",86
63575608,1,"Hay personas presentes",332
63575608,2,"No hay personas presentes",20
63575609,1,"Hay personas presentes",272
63575609,2,"No hay personas presentes",40
63575610,1,"Hay personas presentes",193
63575610,2,"No hay personas presentes",24
63575611,1,"Hay personas presentes",203
63575611,2,"No hay personas presentes",38
63575612,1,"Hay personas presentes",331
63575612,2,"No hay personas presentes",60
63575613,1,"Hay personas presentes",237
63575613,2,"No hay personas presentes",52
63575614,1,"Hay personas presentes",177
63575614,2,"No hay personas presentes",33
63575615,1,"Hay personas presentes",209
63575615,2,"No hay personas presentes",41
63575701,1,"Hay personas presentes",343
63575701,2,"No hay personas presentes",11
63575702,1,"Hay personas presentes",368
63575702,2,"No hay personas presentes",16
63575703,1,"Hay personas presentes",267
63575703,2,"No hay personas presentes",3
63575704,1,"Hay personas presentes",212
63575704,2,"No hay personas presentes",15
63575705,1,"Hay personas presentes",198
63575705,2,"No hay personas presentes",38
63575706,1,"Hay personas presentes",327
63575706,2,"No hay personas presentes",19
63575707,1,"Hay personas presentes",276
63575707,2,"No hay personas presentes",15
63575708,1,"Hay personas presentes",172
63575708,2,"No hay personas presentes",4
63575709,1,"Hay personas presentes",424
63575709,2,"No hay personas presentes",26
63575710,1,"Hay personas presentes",201
63575710,2,"No hay personas presentes",6
63575711,1,"Hay personas presentes",255
63575711,2,"No hay personas presentes",4
63575712,1,"Hay personas presentes",166
63575712,2,"No hay personas presentes",32
63575801,1,"Hay personas presentes",238
63575801,2,"No hay personas presentes",15
63575802,1,"Hay personas presentes",401
63575802,2,"No hay personas presentes",32
63575803,1,"Hay personas presentes",223
63575803,2,"No hay personas presentes",39
63575804,1,"Hay personas presentes",317
63575804,2,"No hay personas presentes",13
63575805,1,"Hay personas presentes",350
63575805,2,"No hay personas presentes",56
63575806,1,"Hay personas presentes",364
63575806,2,"No hay personas presentes",34
63575807,1,"Hay personas presentes",330
63575807,2,"No hay personas presentes",22
63575808,1,"Hay personas presentes",185
63575808,2,"No hay personas presentes",5
63575809,1,"Hay personas presentes",260
63575809,2,"No hay personas presentes",13
63575901,1,"Hay personas presentes",417
63575901,2,"No hay personas presentes",23
63575902,1,"Hay personas presentes",381
63575902,2,"No hay personas presentes",85
63575903,1,"Hay personas presentes",288
63575903,2,"No hay personas presentes",116
63575904,1,"Hay personas presentes",306
63575904,2,"No hay personas presentes",42
63575905,1,"Hay personas presentes",335
63575905,2,"No hay personas presentes",21
63575906,1,"Hay personas presentes",278
63575906,2,"No hay personas presentes",14
63575907,1,"Hay personas presentes",355
63575907,2,"No hay personas presentes",4
63575908,1,"Hay personas presentes",352
63575908,2,"No hay personas presentes",59
63575909,1,"Hay personas presentes",218
63575909,2,"No hay personas presentes",18
63575910,1,"Hay personas presentes",217
63575910,2,"No hay personas presentes",46
63575911,1,"Hay personas presentes",350
63575911,2,"No hay personas presentes",40
63575912,1,"Hay personas presentes",180
63575912,2,"No hay personas presentes",15
63576001,1,"Hay personas presentes",335
63576001,2,"No hay personas presentes",54
63576002,1,"Hay personas presentes",278
63576002,2,"No hay personas presentes",44
63576003,1,"Hay personas presentes",307
63576003,2,"No hay personas presentes",46
63576004,1,"Hay personas presentes",205
63576004,2,"No hay personas presentes",29
63576005,1,"Hay personas presentes",301
63576005,2,"No hay personas presentes",37
63576006,1,"Hay personas presentes",162
63576006,2,"No hay personas presentes",30
63576007,1,"Hay personas presentes",339
63576007,2,"No hay personas presentes",70
63576008,1,"Hay personas presentes",319
63576008,2,"No hay personas presentes",59
63576009,1,"Hay personas presentes",236
63576009,2,"No hay personas presentes",7
63576010,1,"Hay personas presentes",243
63576010,2,"No hay personas presentes",5
63576011,1,"Hay personas presentes",250
63576011,2,"No hay personas presentes",1
63576012,1,"Hay personas presentes",217
63576012,2,"No hay personas presentes",48
63576101,1,"Hay personas presentes",356
63576101,2,"No hay personas presentes",50
63576102,1,"Hay personas presentes",175
63576102,2,"No hay personas presentes",15
63576103,1,"Hay personas presentes",165
63576103,2,"No hay personas presentes",7
63576104,1,"Hay personas presentes",309
63576104,2,"No hay personas presentes",45
63576105,1,"Hay personas presentes",301
63576105,2,"No hay personas presentes",6
63576106,1,"Hay personas presentes",208
63576106,2,"No hay personas presentes",52
63576107,1,"Hay personas presentes",179
63576107,2,"No hay personas presentes",32
63576108,1,"Hay personas presentes",20
63576108,2,"No hay personas presentes",1
63576109,1,"Hay personas presentes",235
63576109,2,"No hay personas presentes",26
63576110,1,"Hay personas presentes",201
63576110,2,"No hay personas presentes",48
63576111,1,"Hay personas presentes",219
63576111,2,"No hay personas presentes",70
63576112,1,"Hay personas presentes",88
63576112,2,"No hay personas presentes",14
63576113,1,"Hay personas presentes",264
63576113,2,"No hay personas presentes",110
63576114,1,"Hay personas presentes",232
63576114,2,"No hay personas presentes",46
63576115,1,"Hay personas presentes",156
63576115,2,"No hay personas presentes",4
63576116,1,"Hay personas presentes",220
63576116,2,"No hay personas presentes",102
63576201,1,"Hay personas presentes",335
63576201,2,"No hay personas presentes",32
63576202,1,"Hay personas presentes",198
63576202,2,"No hay personas presentes",17
63576203,1,"Hay personas presentes",173
63576203,2,"No hay personas presentes",41
63576204,1,"Hay personas presentes",310
63576204,2,"No hay personas presentes",60
63576205,1,"Hay personas presentes",313
63576205,2,"No hay personas presentes",45
63576206,1,"Hay personas presentes",274
63576206,2,"No hay personas presentes",68
63576207,1,"Hay personas presentes",246
63576207,2,"No hay personas presentes",42
63576208,1,"Hay personas presentes",98
63576208,2,"No hay personas presentes",44
63576209,1,"Hay personas presentes",287
63576209,2,"No hay personas presentes",59
63576210,1,"Hay personas presentes",104
63576210,2,"No hay personas presentes",71
63576211,1,"Hay personas presentes",166
63576211,2,"No hay personas presentes",81
63576212,1,"Hay personas presentes",179
63576212,2,"No hay personas presentes",81
63576301,1,"Hay personas presentes",3
63576301,2,"No hay personas presentes",24
63576302,1,"Hay personas presentes",127
63576302,2,"No hay personas presentes",189
63576303,1,"Hay personas presentes",158
63576303,2,"No hay personas presentes",250
63576304,1,"Hay personas presentes",143
63576304,2,"No hay personas presentes",145
63576305,1,"Hay personas presentes",182
63576305,2,"No hay personas presentes",249
63576306,1,"Hay personas presentes",102
63576306,2,"No hay personas presentes",178
63576307,1,"Hay personas presentes",105
63576307,2,"No hay personas presentes",186
63576308,1,"Hay personas presentes",127
63576308,2,"No hay personas presentes",333
63576309,1,"Hay personas presentes",138
63576309,2,"No hay personas presentes",241
63576401,1,"Hay personas presentes",266
63576401,2,"No hay personas presentes",8
63576402,1,"Hay personas presentes",297
63576402,2,"No hay personas presentes",28
63576403,1,"Hay personas presentes",313
63576403,2,"No hay personas presentes",17
63576404,1,"Hay personas presentes",352
63576404,2,"No hay personas presentes",52
63576405,1,"Hay personas presentes",306
63576405,2,"No hay personas presentes",62
63576406,1,"Hay personas presentes",203
63576406,2,"No hay personas presentes",100
63576407,1,"Hay personas presentes",241
63576407,2,"No hay personas presentes",122
63576408,1,"Hay personas presentes",199
63576408,2,"No hay personas presentes",92
63576409,1,"Hay personas presentes",124
63576409,2,"No hay personas presentes",127
63576410,1,"Hay personas presentes",103
63576410,2,"No hay personas presentes",125
63576411,1,"Hay personas presentes",161
63576411,2,"No hay personas presentes",221
63576412,1,"Hay personas presentes",217
63576412,2,"No hay personas presentes",29
63576413,1,"Hay personas presentes",259
63576413,2,"No hay personas presentes",8
63576501,1,"Hay personas presentes",179
63576501,2,"No hay personas presentes",42
63576502,1,"Hay personas presentes",262
63576502,2,"No hay personas presentes",96
63576503,1,"Hay personas presentes",1
63576504,1,"Hay personas presentes",211
63576504,2,"No hay personas presentes",42
63576505,1,"Hay personas presentes",233
63576505,2,"No hay personas presentes",51
63576506,1,"Hay personas presentes",211
63576506,2,"No hay personas presentes",36
63576507,1,"Hay personas presentes",292
63576507,2,"No hay personas presentes",59
63576508,1,"Hay personas presentes",407
63576508,2,"No hay personas presentes",32
63576509,1,"Hay personas presentes",160
63576509,2,"No hay personas presentes",101
63576510,1,"Hay personas presentes",225
63576510,2,"No hay personas presentes",61
63576511,1,"Hay personas presentes",211
63576511,2,"No hay personas presentes",67
63576512,1,"Hay personas presentes",277
63576512,2,"No hay personas presentes",102
63576513,1,"Hay personas presentes",91
63576513,2,"No hay personas presentes",161
63576514,1,"Hay personas presentes",156
63576514,2,"No hay personas presentes",103
63576515,1,"Hay personas presentes",210
63576515,2,"No hay personas presentes",89
63576516,1,"Hay personas presentes",187
63576516,2,"No hay personas presentes",19
63576601,1,"Hay personas presentes",305
63576601,2,"No hay personas presentes",40
63576602,1,"Hay personas presentes",223
63576602,2,"No hay personas presentes",3
63576603,1,"Hay personas presentes",172
63576603,2,"No hay personas presentes",10
63576604,1,"Hay personas presentes",325
63576604,2,"No hay personas presentes",57
63576605,1,"Hay personas presentes",246
63576605,2,"No hay personas presentes",10
63576606,1,"Hay personas presentes",329
63576606,2,"No hay personas presentes",16
63576607,1,"Hay personas presentes",284
63576607,2,"No hay personas presentes",12
63576608,1,"Hay personas presentes",246
63576608,2,"No hay personas presentes",17
63576609,1,"Hay personas presentes",166
63576609,2,"No hay personas presentes",17
63576701,1,"Hay personas presentes",205
63576701,2,"No hay personas presentes",31
63576702,1,"Hay personas presentes",353
63576702,2,"No hay personas presentes",14
63576703,1,"Hay personas presentes",348
63576703,2,"No hay personas presentes",33
63576704,1,"Hay personas presentes",350
63576704,2,"No hay personas presentes",13
63576705,1,"Hay personas presentes",289
63576705,2,"No hay personas presentes",15
63576706,1,"Hay personas presentes",248
63576706,2,"No hay personas presentes",7
63576707,1,"Hay personas presentes",402
63576707,2,"No hay personas presentes",12
63576708,1,"Hay personas presentes",247
63576708,2,"No hay personas presentes",6
63576709,1,"Hay personas presentes",302
63576709,2,"No hay personas presentes",5
63576710,1,"Hay personas presentes",397
63576710,2,"No hay personas presentes",7
63576711,1,"Hay personas presentes",359
63576711,2,"No hay personas presentes",13
63576712,1,"Hay personas presentes",335
63576712,2,"No hay personas presentes",17
63576713,1,"Hay personas presentes",229
63576714,1,"Hay personas presentes",250
63576714,2,"No hay personas presentes",5
63576715,1,"Hay personas presentes",465
63576715,2,"No hay personas presentes",4
63576801,1,"Hay personas presentes",484
63576801,2,"No hay personas presentes",7
63576802,1,"Hay personas presentes",424
63576802,2,"No hay personas presentes",22
63576803,1,"Hay personas presentes",252
63576803,2,"No hay personas presentes",2
63576804,1,"Hay personas presentes",207
63576804,2,"No hay personas presentes",10
63576805,1,"Hay personas presentes",224
63576805,2,"No hay personas presentes",10
63576806,1,"Hay personas presentes",279
63576806,2,"No hay personas presentes",19
63576807,1,"Hay personas presentes",307
63576807,2,"No hay personas presentes",9
63576808,1,"Hay personas presentes",266
63576808,2,"No hay personas presentes",16
63576809,1,"Hay personas presentes",263
63576809,2,"No hay personas presentes",3
63576810,1,"Hay personas presentes",387
63576810,2,"No hay personas presentes",3
63576901,1,"Hay personas presentes",232
63576901,2,"No hay personas presentes",8
63576902,1,"Hay personas presentes",240
63576902,2,"No hay personas presentes",12
63576903,1,"Hay personas presentes",229
63576903,2,"No hay personas presentes",5
63576904,1,"Hay personas presentes",261
63576904,2,"No hay personas presentes",16
63576905,1,"Hay personas presentes",255
63576905,2,"No hay personas presentes",17
63576906,1,"Hay personas presentes",291
63576906,2,"No hay personas presentes",9
63576907,1,"Hay personas presentes",367
63576907,2,"No hay personas presentes",16
63576908,1,"Hay personas presentes",262
63576908,2,"No hay personas presentes",10
63576909,1,"Hay personas presentes",326
63576909,2,"No hay personas presentes",11
63576910,1,"Hay personas presentes",371
63576910,2,"No hay personas presentes",14
63576911,1,"Hay personas presentes",233
63576911,2,"No hay personas presentes",7
63577001,1,"Hay personas presentes",294
63577001,2,"No hay personas presentes",10
63577002,1,"Hay personas presentes",369
63577002,2,"No hay personas presentes",14
63577003,1,"Hay personas presentes",232
63577003,2,"No hay personas presentes",9
63577004,1,"Hay personas presentes",242
63577004,2,"No hay personas presentes",30
63577005,1,"Hay personas presentes",209
63577005,2,"No hay personas presentes",15
63577006,1,"Hay personas presentes",257
63577006,2,"No hay personas presentes",30
63577007,1,"Hay personas presentes",406
63577007,2,"No hay personas presentes",48
63577008,1,"Hay personas presentes",362
63577008,2,"No hay personas presentes",51
63577009,1,"Hay personas presentes",220
63577009,2,"No hay personas presentes",61
63577010,1,"Hay personas presentes",192
63577010,2,"No hay personas presentes",5
63577011,1,"Hay personas presentes",250
63577011,2,"No hay personas presentes",9
63577012,1,"Hay personas presentes",225
63577012,2,"No hay personas presentes",24
63577013,1,"Hay personas presentes",303
63577013,2,"No hay personas presentes",6
63577014,1,"Hay personas presentes",241
63577014,2,"No hay personas presentes",8
63577015,1,"Hay personas presentes",248
63577015,2,"No hay personas presentes",2
63577016,1,"Hay personas presentes",225
63577016,2,"No hay personas presentes",21
63577101,1,"Hay personas presentes",320
63577101,2,"No hay personas presentes",16
63577102,1,"Hay personas presentes",389
63577102,2,"No hay personas presentes",26
63577103,1,"Hay personas presentes",387
63577103,2,"No hay personas presentes",12
63577104,1,"Hay personas presentes",468
63577104,2,"No hay personas presentes",43
63577105,1,"Hay personas presentes",289
63577105,2,"No hay personas presentes",25
63577106,1,"Hay personas presentes",367
63577106,2,"No hay personas presentes",9
63577107,1,"Hay personas presentes",376
63577107,2,"No hay personas presentes",36
63577108,1,"Hay personas presentes",247
63577108,2,"No hay personas presentes",16
63577109,1,"Hay personas presentes",291
63577109,2,"No hay personas presentes",8
63577110,1,"Hay personas presentes",282
63577111,1,"Hay personas presentes",319
63577111,2,"No hay personas presentes",6
