"radio_id","hogares_nbi_hac","hogares_nbi_viv","hogares_nbi_san","hogares_nbi_esc","hogares_nbi_sub"
63578907,0,0,0,1,0
63578908,5,4,2,0,0
63578909,2,1,0,0,0
63578910,0,0,0,1,0
63578911,2,3,1,1,1
63578912,2,1,0,0,0
63578913,0,0,0,1,0
63578914,0,0,0,0,0
63578915,0,2,0,0,0
63579001,8,7,1,3,2
63579002,5,4,0,1,1
63579003,3,7,3,0,0
63579004,8,0,0,1,2
63579005,4,3,0,0,0
63579006,1,0,0,0,0
63579007,0,1,0,2,0
63579008,1,8,0,1,0
63579009,3,2,2,4,1
63579010,1,1,0,3,0
63579011,2,5,0,2,0
63579101,0,1,1,0,0
63579102,11,14,8,1,1
63579103,10,7,2,2,0
63579104,1,2,0,0,1
63579105,3,8,2,1,1
63579106,4,4,0,2,1
63579107,9,7,1,0,0
63579108,0,3,0,0,0
63579109,0,1,0,0,0
63579110,1,3,0,1,0
63579111,4,5,0,0,0
63579201,16,10,5,6,4
63579202,10,9,1,4,4
63579203,20,14,2,3,2
63579204,27,11,2,6,11
63579205,12,4,1,3,1
63579206,7,6,0,2,5
63579207,19,11,0,2,4
63579208,2,2,0,0,1
63579209,8,12,0,2,0
63579210,1,0,0,1,3
63579211,22,21,10,3,3
63579212,8,11,2,3,0
63579213,12,6,1,0,0
63579214,0,5,0,4,1
63579215,0,0,0,0,0
63579301,0,7,0,0,0
63579302,26,20,1,2,4
63579303,7,8,2,2,2
63579304,8,5,1,1,1
63579305,3,7,0,0,0
63579306,15,3,0,6,1
63579307,8,3,0,3,3
63579308,15,26,3,4,9
63579309,7,6,8,1,3
63579310,8,7,1,8,1
63579401,0,1,0,0,0
63579402,0,0,0,0,0
63579403,0,2,0,0,0
63579404,1,1,0,3,0
63579405,0,0,0,1,0
63579406,0,1,0,0,0
63579407,0,0,0,1,0
63579408,0,0,0,0,0
63579409,0,1,0,3,0
63579501,10,10,0,2,0
63579502,14,9,1,2,2
63579503,26,55,15,2,1
63579504,3,11,0,0,1
63579505,3,2,1,2,1
63579506,6,6,0,3,1
63579507,11,4,2,5,1
63579508,14,5,0,5,2
63579509,24,8,11,6,3
63579601,17,3,1,7,2
63579602,9,6,0,2,4
63579603,20,6,3,3,2
63579604,13,10,6,3,3
63579605,2,4,3,4,0
63579606,1,0,0,1,0
63579607,12,0,0,1,0
63579608,10,2,0,1,6
63579701,15,10,0,6,1
63579702,7,4,0,3,2
63579703,10,6,0,4,4
63579704,12,4,4,2,8
63579705,21,5,5,4,3
63579706,12,7,1,3,1
63579707,8,4,2,1,2
63579708,9,2,1,4,2
63579709,22,12,0,6,1
63579710,9,1,3,4,0
63579801,5,4,2,3,0
63579802,0,5,0,0,0
63579803,2,1,0,0,1
63579804,1,0,0,1,0
63579805,7,2,0,2,1
63579806,1,0,2,0,0
63579807,3,4,0,0,0
63579901,1,0,0,0,0
63579902,5,2,0,0,1
63579903,2,5,0,1,0
63579904,3,9,0,0,0
63579905,1,5,0,0,0
63579906,4,1,0,1,0
63579907,7,2,0,1,0
63579908,0,0,1,2,1
63579909,3,3,0,0,0
63579910,8,13,0,8,2
63579911,10,11,2,11,1
63579912,12,3,1,1,1
